response_id,response,theme,present,score,count_original,count_synonym,count_closest,examples_original,examples_synonym,examples_closest
1,we are cuddling,Work school context,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,Work school context,False,0.5,0,0,1,,,room
3,My girlfriend is touching my neck,Work school context,False,0.0,0,0,0,,,
4,"We are playing a board game, my arm is on the table, my girlfriend is in front of me with her arm half extended as to reach my forearm and touch it.",Work school context,False,0.0,0,0,0,,,
5,making fun,Work school context,False,0.0,0,0,0,,,
6,we are talking and my partner is massaging my hand,Work school context,True,1.25,0,1,1,,talk,talk
7,we are watching TV,Work school context,False,0.0,0,0,0,,,
8,The stranger (a man) is trying to flirt but being weird and creepy,Work school context,False,0.0,0,0,0,,,
9,we are sleeping,Work school context,False,0.0,0,0,0,,,
10,my mother is touching my back,Work school context,False,0.0,0,0,0,,,
11,doctor is checking for muscle tenderness,Work school context,False,0.0,0,0,0,,,
12,"We're in class, being bored during a Philosophy lesson",Work school context,True,2.5,2,0,1,"class, lesson",,lesson
13,my child is trying to get my attention,Work school context,False,0.0,0,0,0,,,
14,I’m feeling a bit stressed or uneasy so the therapist is trying methods to calm me down.,Work school context,False,0.0,0,0,0,,,
15,My daughter is rubbing my arm with her finder,Work school context,False,0.0,0,0,0,,,
16,My mom is cleaning something of my face,Work school context,False,0.0,0,0,0,,,
17,"He's next to me, doing this, even though I don't like this type of strong press over my arm.",Work school context,False,0.0,0,0,0,,,
18,Sat on the couch watching tv,Work school context,False,0.0,0,0,0,,,
19,We are watching movie and im begin touched pretty same as on video but maybe slower,Work school context,False,0.5,0,0,1,,,begin
20,They are trying to get my attention,Work school context,False,0.0,0,0,0,,,
21,He is trying to get my attention,Work school context,False,0.0,0,0,0,,,
22,Playing pretend doctors and nurses,Work school context,False,0.0,0,0,0,,,
23,The person is touching me to get my attention,Work school context,False,0.5,0,0,1,,,person
24,They are applying pressure to my arm while rubbing up and down,Work school context,False,0.0,0,0,0,,,
25,We are sitting on the couch watching a movie,Work school context,False,0.0,0,0,0,,,
26,"The music is loud, we are dancing and singing",Work school context,False,0.0,0,0,0,,,
27,daughter wants to ask for something,Work school context,False,0.0,0,0,0,,,
28,My romantic partner touches my arm exactly as shown in the video at her/my home,Work school context,False,0.0,0,0,0,,,
29,watching some video on tv or a film on netflix.,Work school context,False,0.0,0,0,0,,,
30,My arm is being gently rubbed,Work school context,False,0.0,0,0,0,,,
31,"I'm sleeping or dozing, not paying attention",Work school context,False,0.0,0,0,0,,,
32,playing with a kid,Work school context,False,0.0,0,0,0,,,
33,A doctor is conducting a check-up,Work school context,False,0.0,0,0,0,,,
34,we're spending our break time in leisure together,Work school context,False,0.0,0,0,0,,,
35,She's trying to tease me to do something else.,Work school context,False,0.0,0,0,0,,,
36,The girlfriend is scrubbing or rubbing my chest in a romantic way,Work school context,False,0.0,0,0,0,,,
37,I was going for a regular check-up and to get my vitals checked.,Work school context,False,0.5,0,0,1,,,regular
38,"My son is asking me about something he wants, either a toy or a specific snack",Work school context,False,0.0,0,0,0,,,
39,she tries to relax me,Work school context,False,0.0,0,0,0,,,
40,being touch with just one finger,Work school context,False,0.0,0,0,0,,,
41,They are helping me calm down after I've had an anxiety attack.,Work school context,False,0.0,0,0,0,,,
42,kid is just touching while trying to get attention,Work school context,False,0.0,0,0,0,,,
43,"touching my arm, could be on the current topic being discussed",Work school context,False,0.0,0,0,0,,,
44,They are caresing me,Work school context,False,0.0,0,0,0,,,
45,Someone is aggressively pressing their finger into my arm,Work school context,False,0.0,0,0,0,,,
46,my friend wants to show me a cool trick with human body she just learnt,Work school context,True,1.0,0,0,2,,,"body, learn"
47,I am at the computer answering this survey while i am waiting for my lunch.,Work school context,True,1.25,0,1,1,,survey,wait
48,the stranger and I are talking,Work school context,True,1.25,0,1,1,,talk,talk
49,having argument,Work school context,False,0.0,0,0,0,,,
50,i'm distracted scrolling through my phone,Work school context,False,0.0,0,0,0,,,
51,We are at a playground.,Work school context,False,0.0,0,0,0,,,
52,we are having a dinner,Work school context,False,0.0,0,0,0,,,
53,my sister is petting my forearm,Work school context,False,0.0,0,0,0,,,
54,"I am napping on the couch, and my partner is waking me up softly",Work school context,False,0.0,0,0,0,,,
55,Me and my partner are watching a movie.,Work school context,False,0.0,0,0,0,,,
56,normal relaxing time at home watching,Work school context,False,0.0,0,0,0,,,
57,my mother is asking me a question,Work school context,False,0.0,0,0,0,,,
58,touching and stroking of the arm,Work school context,False,0.0,0,0,0,,,
59,My mother is rubbing cream on my stomach,Work school context,False,0.0,0,0,0,,,
60,I have been told that my skin looks good and they want to check it out.,Work school context,False,0.0,0,0,0,,,
61,I'm riding the bus and a stranger sat next to me and touched my arm like the video.,Work school context,False,0.0,0,0,0,,,
62,It feels weird being touched like that. It feels like something your romantic partner would do and not colleague.,Work school context,False,0.0,0,0,0,,,
63,I am sitting on a chair with my feet elevated and the masseuse is sitting in front of me and rubbing my feet.,Work school context,False,0.0,0,0,0,,,
64,They are checking my blood,Work school context,False,0.0,0,0,0,,,
65,Socialisng,Work school context,False,0.0,0,0,0,,,
66,The nurse is applying pressure and rubbing with wool soaked with a numbing agent,Work school context,False,0.0,0,0,0,,,
67,she is rubbing my forearm with her index finger,Work school context,False,0.0,0,0,0,,,
68,playing with my face,Work school context,False,0.0,0,0,0,,,
69,My nephew is trying to get me to get up and play with him.,Work school context,False,0.0,0,0,0,,,
70,"talking, joking, laughing, gossiping",Work school context,True,1.25,0,1,1,,talk,talk
71,he comes next to me and touching me,Work school context,False,0.0,0,0,0,,,
72,Touching something irregular on the skin,Work school context,False,0.0,0,0,0,,,
73,my son wants my attention and rubs my leg in order for me to acknowledge him,Work school context,False,0.0,0,0,0,,,
74,I'm being examined,Work school context,False,0.0,0,0,0,,,
75,It' afternoon or evening and we are chilling together,Work school context,False,0.0,0,0,0,,,
76,He's massaging me,Work school context,False,0.0,0,0,0,,,
77,They just randomly started doing that,Work school context,False,0.0,0,0,0,,,
78,Rubbing my arm with their finger as a sign of affection,Work school context,False,0.0,0,0,0,,,
79,he's trying to be affectionate,Work school context,False,0.0,0,0,0,,,
80,My partner is showing care,Work school context,False,0.0,0,0,0,,,
81,We're eating and talking,Work school context,True,1.25,0,1,1,,talk,talk
82,We have been seated next to each other casually,Work school context,False,0.0,0,0,0,,,
83,Spending quality time with romantic partner alone,Work school context,False,0.0,0,0,0,,,
84,"the touch is firm, it wants to communicate something to me, not necessarily something nice",Work school context,False,0.0,0,0,0,,,
85,Watching a movie/ hanging out,Work school context,False,0.0,0,0,0,,,
86,"He is touching my neck, that back and forth rub relaxes me",Work school context,False,0.0,0,0,0,,,
87,An unknown man stopped me in the street wanting to talk to me.,Work school context,True,1.25,0,1,1,,talk,talk
88,"A romantic moment on the couch, my wife beckons me wanting to be hugged, feel closeness",Work school context,False,0.5,0,0,1,,,moment
89,the doctor examines my stomach,Work school context,False,0.0,0,0,0,,,
90,"my colleague is trying to be intimate with me, trying to gain confidence so she can take to bed",Work school context,True,1.5,1,0,1,colleague,,colleague
91,we are alone and in a close situation without strangers around,Work school context,False,0.0,0,0,0,,,
92,"We are both seated together on the sofa/couch and he is rubbing my hand, just playfully.",Work school context,False,0.0,0,0,0,,,
93,potrzeba kontaktu fizycznego,Work school context,False,0.0,0,0,0,,,
94,The doctor checks if my back is straight,Work school context,False,0.0,0,0,0,,,
95,The doctor is rubbing their hands in my back.,Work school context,False,0.0,0,0,0,,,
96,its tea time and we are sitting and talking about things in general,Work school context,True,1.25,0,1,1,,talk,talk
97,Sitting around a desk having a meeting and taking notes.,Work school context,True,1.0,1,0,0,meeting,,
98,A child is aggressively touching my arm,Work school context,False,0.0,0,0,0,,,
99,My mother is rubbing something off my face,Work school context,False,0.0,0,0,0,,,
100,rubbing arm with finger,Work school context,False,0.0,0,0,0,,,
101,simply having a rather boring class,Work school context,True,1.0,1,0,0,class,,
102,My daughter is watching TV,Work school context,False,0.0,0,0,0,,,
103,i have a stain of ink from my pen or marker or something on my face or a mark on my forehead and my colleague or teacher are tying to wipe it off or rub it off,Work school context,True,3.75,2,1,2,"colleague, teacher",mark,"colleague, teacher"
104,A child who is bored and curious starts poking me or bothering me in some way to entertain themselves.,Work school context,False,0.0,0,0,0,,,
105,girlfriend is rubbing my skin after she sees a bump,Work school context,False,0.0,0,0,0,,,
106,I'm standing in their way,Work school context,False,0.0,0,0,0,,,
107,we are laying in bed,Work school context,False,0.0,0,0,0,,,
108,I have pain in my arm,Work school context,False,0.0,0,0,0,,,
109,i just complained about my hands being very dry and the person wants to feel how dry the skin on my hand feels.,Work school context,False,0.5,0,0,1,,,person
110,The nurse is checking to see where there is a vein,Work school context,False,0.0,0,0,0,,,
111,Using finger to rub,Work school context,False,0.0,0,0,0,,,
112,I’m sitting on my sofa with a friend of mine watching a movie,Work school context,False,0.0,0,0,0,,,
113,"We're pre, post or during a bedroom conversation. Probably after having intercourse",Work school context,False,0.5,0,0,1,,,bedroom
114,the friend is rubbing my arm to get my attention,Work school context,False,0.0,0,0,0,,,
115,"a light and playful moment in which closeness is expressed with an almost childlike gesture. she smiles and caresses my face, my nose, making me smile back",Work school context,False,0.5,0,0,1,,,moment
116,He slides his finger over my skin.,Work school context,False,0.0,0,0,0,,,
117,we are working,Work school context,True,2.25,1,1,1,work,work,work
118,czce zebym zwrocil na cos uwage,Work school context,False,0.0,0,0,0,,,
119,Relaxing,Work school context,False,0.0,0,0,0,,,
120,she's trying to clean up something from my arm,Work school context,False,0.0,0,0,0,,,
121,They are trying to annoy me.,Work school context,False,0.0,0,0,0,,,
122,Watching tv,Work school context,False,0.0,0,0,0,,,
123,I am watching tv,Work school context,False,0.0,0,0,0,,,
124,We're on the couch and the other person tries to get my attention,Work school context,False,0.5,0,0,1,,,person
125,The person poked me,Work school context,False,0.5,0,0,1,,,person
126,"My friend and I are watching TV during a rainy, lazy afternoon",Work school context,False,0.0,0,0,0,,,
127,We are coudling resting in the bed,Work school context,False,0.0,0,0,0,,,
128,I am making a point which is contra to what the other people wants to hear and I am slightly agrivated,Work school context,False,0.5,0,0,1,,,point
129,My friend is rubbing my forearm,Work school context,False,0.0,0,0,0,,,
130,friend is trying to help me remove a spot of something on my arm,Work school context,False,0.5,0,0,1,,,spot
131,I am participating in a study and a researcher is touching me,Work school context,True,1.75,1,1,0,study,study,
132,The child is a bit annoying,Work school context,False,0.0,0,0,0,,,
