ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_WxkuKI0eydFGYuJ|11|My sister|My hand|At home|She pats me on my hand while I'm standing next to the fridge.|To let me know I should get food for her from the fridge.|Yes, that would be okay.|Patting, Light, soft|988.0|926.0|Confusion,|Noticeable|YES, show me another video||988.0|-926.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_sp3u6FpLtJegATv|11|a friend|my chest|at school|calming me done|my friend is calming me done so that no fights occur|Yes, that would be okay.|calming, attentive|591.0|268.0|angered|calming|NO, I would like to finish the survey now.||591.0|-268.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_3CW12xTi02MePJB|11|Domestic partner|On my left arm|Sifting on the couch in our living room|We ate watching TV together and she is trying to get my attention about something in the show or on her phone|To get my attention|Yes, that would be okay.|Gentle Repetitive Urgent|1170.0|873.0|I feel intrigued|The touch is gentle|YES, show me another video||1170.0|-873.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_2BgQNsCjweaxwQy|11|an elder person|my arm|in her house|probably visiting an elder familiar|to establish a close connection|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|slapping, pinching, poking, warm, wiggly, regular|524.0|552.0|irritable|mechanical|NO, I would like to finish the survey now.||524.0|-552.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_2CQFe6YCev3rnOy|11|un ex|polso|al bar|tocco con la mano destra dell'altra persona sul mio polso destro, ticchettìo|fare un gesto carino e giocare|Yes, that would be okay.|solleticare fluido|857.0|706.0|collegata all'altra persona confortevole|calmante intimo|YES, show me another video||857.0|-706.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_1f0XeSxfLwanD7k|11|friend|forearm|inside home|we watch something|friend tries to tell me something|Yes, that would be okay.|soft, naging, repetitive|1126.0|1108.0|interested|Confident|YES, show me another video||1126.0|-1108.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_x5BsqXAP9EOECCl|11|I'm with my girlfriend|My back|On the streets on the walk|My girlfriend is poking me on the back to show me something I'm not aware of at that time|My girlfriend tries to get my attention to show me something|Yes, that would be okay.|Catching, dragging, poking, patting, punching|704.0|250.0|I feel distracted, confused, impatience, surprised|alarming, atention grabbing, distracting, intriguing, suspicious, noticeable|YES, show me another video||704.0|-250.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_2YsQhPUPFRdB2DL|11|with my pet|my arm|at home|just having a drink|to call my atention|Yes, that would be okay.|Consistent and persistent|829.0|1168.0|surprised|soft and persistent|NO, I would like to finish the survey now.||829.0|-1168.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_1KdmOnWIQ7NTDSf|11|my friend, Daniel.|my arm, like in this video.|i can imagine us in class.|we should be paying attention to class, but we aren't|just to do silly things, as he usually does.|Yes, that would be okay.|light tapping.|1045.0|535.0|it makes me feel a little bit anxious, but its kind of funny.|weird.|NO, I would like to finish the survey now.||1045.0|-535.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_1JVF2Jb3sUy6tYu|11|A friend|hand|At home in private|I had just finished telling them about something sad that has happened to me.|To console me and get me to focus on them rather than sinkinginh into a sadness.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Soft patting|966.0|1001.0|I feel content|Gentle and awkward|NO, I would like to finish the survey now.||966.0|-1001.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_1JF5d2brnFaAEfb|11|a friend or a relative, parents|my shoulders|at a football match|I am playing football, and after the match someone pats my shoulders|To show that he/she is proud of me, and he approves.|Yes, that would be okay.|swift, intense, patting, solid|1039.0|379.0|I feel happy, proud, assured,confident|Warm, Vivid, Bonding|YES, show me another video||1039.0|-379.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
R_u4WjPOgdlpKyuU9|11|My child|The head|Outdoors shopping|My child is having a bit of a tantrum and keep crying. I try to console them by trying to be affectionate and to make them happy.|To console my child and to stop their behaviour|I don't know.|Slow tapping|676.0|752.0|A little defensive|Trying to be comforting.|NO, I would like to finish the survey now.||676.0|-752.0|vertical hand|hand|vertical|18|light|hand vertical 18 light
