ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_1Hj9ZwhzzPzEHet|4|with my partner or sibling|my arm|in the living room on the sofa|we are watching TV|they need to show me something in the surrounding- maybe our cat is doing something funny|Yes, that would be okay.|patting, brushing, gentle|803.0|579.0|like I need to do something|alerting, tender, affectionate|NO, I would like to finish the survey now.||803.0|-579.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2f85TGu0S3GxH6t|4|friend|hand|at room|friend touch my hand|maybe to focus me, have my attention or distrurb|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|nothing special|915.0|614.0|okay|okay|NO, I would like to finish the survey now.|60fd3880d648a987cfc2b328|915.0|-614.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2ykFfTBhaxLxSPJ|4|My niece|My arm|A my parents' house|She is playfully bothering me with repeated touches on my arm.|Jokingly annoying me|Yes, that would be okay.|Light, slightly annoying|662.0|785.0|Annoyed, but not in a negative way|distracting|YES, show me another video||662.0|-785.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_z7lIkV8SAFnZRGp|4|a stranger|my back|in the street|im walking down the street and someone stops me|the purpose is to stop me and ask me something|Yes, that would be okay.|bumpy, surprising|807.0|728.0|curious|attention grabbing|NO, I would like to finish the survey now.||807.0|-728.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_3kNBiPutOaE38wm|4|Colleagues or friends|Forearm|In the office|Someone is trying to get my attention|The purpose is to get my attention while I am busy doing other things|Yes, that would be okay.|Someone if very persistent (touch occurs 9 times)|974.0|966.0|I might feel a bit annoyed depending on the situation, but overall indifferent|A distraction|YES, show me another video||974.0|-966.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_yEkq3X2srlx7tcJ|4|Therapist|Arm|AT doctors office|Helping|Maybe therapy|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Tapping|702.0|666.0|Comfort|Thrilling|NO, I would like to finish the survey now.||702.0|-666.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_Zqnu3Uunhgcrr1L|4|Sister|In my forearm|In the kitchen|I don't see any sense doing that|Maybe for getting my attention or molesting me|Yes, that would be okay.|Annoying|563.0|353.0|Wonder|Annoying|YES, show me another video||563.0|-353.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_27eww2y3y6ywxQL|4|a chikd|leg|outside|attention is being drawn by a day to day task and the child wants attention|the child is trying to draw attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|annoying poking motion|234.0|242.0|it makes me feel annoyed and overstimulated|repeatitive|NO, I would like to finish the survey now.||234.0|-242.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_12LtthEf19708TV|4|A child|My hand of arm|Sitting at the dinner table|The child wants something, whether it be attention or help cutting their food|To get your attention|Yes, that would be okay.|The touch would be OK initially if it stopped after 1 or 2 touches. After that if it persisted then it would become irritating.|846.0|611.0|I would initially feel like my attention was required but get more frustrated with each touch.|The touch is personal, I wouldn't expect this kind of behaviour from a stranger|YES, show me another video||846.0|-611.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1kZwd5bK9XG3ZND|4|A client|My upper arm|At work|A client is asking for my attention by poking my arm|The client wants to have my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Poking, pressing, consistent|522.0|710.0|Indifference, wonder|attention grabbing, friendly|YES, show me another video||522.0|-710.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_77gWbtrzMzhqdZD|4|older relative|arm|at their house|relative is trying to get my attention|to get my attention|Yes, that would be okay.|the repetition would be annoying and intrusive, the actual touch is fairly insignificant|590.0|602.0|annoyed hassled interrupted bothered|annoying|YES, show me another video||590.0|-602.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2zThYFFvuRTcDz4|4|my colleague|my back|work|i'm telling a story to someone else|grab my attention|No, it would not be okay.|annoying|238.0|186.0|annoyed, mad, irritated|annoying, icky|NO, I would like to finish the survey now.||238.0|-186.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2fHYUlI3BhvQ5Wn|4|a professional|forearm|medical setting|physical test of sorts perhaps|it would depend on the situation|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|repetitive prodding|599.0|890.0|attentive|repetitive|YES, show me another video||599.0|-890.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1jexsgDkMiSauco|4|a small child|Leg|I am outside in a shop|Busy with a day to day task|The child is trying to draw my attention by poking my leg|Yes, that would be okay.|annoying and repeatitive motion|288.0|321.0|frustrated and overstimulated|repeatitive in nature|NO, I would like to finish the survey now.||288.0|-321.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_339huATpC3kkDcx|4|a colleague|arm|work|working on projects as a team, they touched my arm|get my attention|Yes, that would be okay.|Poking|1045.0|896.0|Cautious|Attention Grabbing|YES, show me another video||1045.0|-896.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_3MtkTX2wII2rIP2|4|My baby brother|the forearm|On my room, laying down|I'm playing some game and watching some YouTube videos|To get desperately my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Irritating and impatiet|575.0|1138.0|Agitation and Tens|Disctracting and Unpleasant|NO, I would like to finish the survey now.||575.0|-1138.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_0GtsVQuetVm9TH3|4|a child|back|family house|my nephew wants to interact with me|my nephew wants to play and i am talking with my sister|Yes, that would be okay.|smooth, soft|621.0|801.0|annoyed because they are intense|intense|NO, I would like to finish the survey now.||621.0|-801.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_33gbJdC9skbJ68x|4|a small kid|my shoulder|In a park|A kid just touched me to ask me something|It was just to call me and get my attention to say something|Yes, that would be okay.|The touch is a bit to intense|698.0|704.0|Surprised at first|With a bit too much force|NO, I would like to finish the survey now.||698.0|-704.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_8rdsGBRtdx8jcbv|4|a professional|back|doctor surgery|examination|examination|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|poking|882.0|367.0|worry|purposeful|YES, show me another video||882.0|-367.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2dPYUGXjw7qh81O|4|My romantic partner|Shoulder|Kitchen|The person is trying to get my attention|To get my attention|Yes, that would be okay.|Abrasive but effective|700.0|462.0|Surprised|Slightly alarming|YES, show me another video||700.0|-462.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_V2RGFlRmgJPt5jH|4|a child|face|at home|playing with a kid|having fun|Yes, that would be okay.|tapping|1013.0|1192.0|boredom|annoying|YES, show me another video||1013.0|-1192.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_31gEucd3J62IJAs|4|Colleague|Arm|Office|Poked on the arm|Get my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Light, targeted, with purpose|731.0|988.0|Annoyed,mildly irriated|Unwanted but not the worst|YES, show me another video||731.0|-988.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_32WkBZw50O92G1K|4|a child|hand|in the street|the child wants something|to capture my attention|Yes, that would be okay.|sharp pressing|838.0|659.0|curiosity|attention grabbing|NO, I would like to finish the survey now.||838.0|-659.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_AaCkBtsDg0qF3zz|4|A doctor or medical specialst|My left forearm|In a hospital or any medical facility|I can fell the presure of person´s touch|Medical treatment|Yes, that would be okay.|Pressing, Pushing, Lifting, Tickling|821.0|668.0|Nervous, Calmness, Cautions|Noticeable, Warm, Vivid, Sensual|YES, show me another video||821.0|-668.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2trINkXQApmVJca|4|A stranger|Shoulder.|In public.|The person needs to ask me a question.|They're trying to get my attention.|Yes, that would be okay.|Quick touch.|1122.0|1158.0|Confused.|Distracting|YES, show me another video||1122.0|-1158.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_RK1OnHq8yXlawsp|4|Friends child.|Side, face or ribs.|In a playground.|The kid is poking his/her finger at me.|To annoy me or gain my attention.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Poking.|369.0|224.0|I feel rather annoyed.|frustrating me.|YES, show me another video||369.0|-224.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_3NCmfbZWESm3FQo|4|A friend|My shoulders|We are at the park|We are having a picnic because we haven’t seen each other in so long|As a way of expressing their love and showing me how much they missed me|Yes, that would be okay.|Slow and warm|1113.0|708.0|Happy and content|Pleasant and reassuring|NO, I would like to finish the survey now.||1113.0|-708.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1j7csjaBq22rEVs|4|My husband.|My hand.|On the sofa.|Me and my husband are relaxing on the sofa.|My husband is trying to annoy me.|No, it would not be okay.|Annoying tapping.|339.0|438.0|I feel annoyed.|The touch is annoying.|NO, I would like to finish the survey now.||339.0|-438.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2uJ8uB0CgBEFbRG|4|nephew|arm|at home|he is trying to get my attention and i am having a conversation with his father|my nephew is trying to get my attention|Yes, that would be okay.|patting, irritating.|329.0|741.0|Irritable|annoying|NO, I would like to finish the survey now.||329.0|-741.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1n13RWgh0hCggKM|4|my friends|my arm|on a party|i talk with my friend in the kitchen and some other friends approaches me from behind and taps me to get my attention|to talk to me about something important is my fiancee doesnt feel well|Yes, that would be okay.|rhytmic, tapping|745.0|863.0|alarmed|attention grabbing|NO, I would like to finish the survey now.||745.0|-863.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_3MtmBHZt2slviLx|4|my brother|my upper arm|at our family home|we are sitting watching tv|he is trying to get my attention and annoy me by poking me repeatedly|Yes, that would be okay.|localized, rythimic, tapping, poking|701.0|1006.0|i feel annoyed, curiousity, playfulness|fun, repetitive, demanding|YES, show me another video||701.0|-1006.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_31TpR1YdAHT4C5P|4|A doctor|wrist|The surgery|Doctor is testing a hurt muscle or tissue|To determine the location and degree of pain|Yes, that would be okay.|Testing, firm|698.0|720.0|A little irritated|slightly uncomfortable|NO, I would like to finish the survey now.||698.0|-720.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1OIH9JJF81zEHfl|4|a romantic partner|an arm|in public in a café|we are talking and waiting for something to happen|They are very insistently trying to get my attention and be a little bit playfully annoying|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|insistent, firm, repetitive, poking, tapping|705.0|1232.0|slightly annoyed/irritated, impatient, amusement|annoying, insistent, friendly, demanding, provocative|NO, I would like to finish the survey now.||705.0|-1232.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_ebQ5V3nJocZZ529|4|A doctor|My arm|A doctors consultation room|Probably checking where it hurts|To check my vitals and if it hurts when I’m touched that way|Yes, that would be okay.|Patting mostly|1036.0|1015.0|Makes me feel fine|Purposeful|NO, I would like to finish the survey now.||1036.0|-1015.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1mqMQNr8H7EeXZp|4|With my mom|My back|Outside|I'm just being outside|She wants me to look in the certain direction, because there's something interesting there.|Yes, that would be okay.|Smooth and fast|702.0|694.0|Calmness|Attention grabbing|YES, show me another video||702.0|-694.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2yeYY0s6alnbPov|4|a friend|my shoulder|at work|i am speaking to a person and a friend of mine taps me on the back to get my attention|to get my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|solid firm tapping|200.0|853.0|indifference|irritating|NO, I would like to finish the survey now.||200.0|-853.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_333Xr2azVgLUcPo|4|My son|My arm|At home|My son is trying to keep my attention by poking my arm|My son is trying to keep my attention by poking my arm while talking to me|Yes, that would be okay.|Poking, firm, strong|904.0|1108.0|amusement,|confident|NO, I would like to finish the survey now.||904.0|-1108.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_dcimUF0clefMcyB|4|My girlfriend|My right cheek|At home, on the sofa|Just chilling sittted in the sofa with my girlfriend|To be connected with me, to have my attention or something similar|Yes, that would be okay.|Soft but firm tapping. Not unpleasant neither pleasant|851.0|650.0|I feel focused and invested in the person touching me as it can be arousing|Arousing, can be kind and enjoyble|YES, show me another video||851.0|-650.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1dyM8H7DW2lpt47|4|unknown people|shoulder|at the concert|Person behind me touches me|To ask me to move a bit to the left, so that person could see what's happening on the stage.|Yes, that would be okay.|Agressive, strong, repetitive, constant, annoying|515.0|422.0|annoyed, confused, tense, impatient|alarming, attention grabbing, distracting, nasty, impacting.|NO, I would like to finish the survey now.||515.0|-422.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2ALGNDAbA1LY6PA|4|a friend|arm|in nature|we are listening to music|he want to tell me sth|Yes, that would be okay.|vibrating, tapping|806.0|477.0|worry, a bit suprised, excitement, focused|alarming, attention grabbing|YES, show me another video||806.0|-477.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_wZXZilshojHerjr|4|A stranger|My arm|In the street|Im walking down the street|Getting my attention.|Yes, that would be okay.|Tapping, Pressing|674.0|587.0|Discomfort, tense, surprised|Attention grabbing, demanding|NO, I would like to finish the survey now.||674.0|-587.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1N3zH6uLZAjZ9U4|4|a child, family|arm|family member house|hanging out as family.|the child is just touching me to annoy me|No, it would not be okay.|localized, tense, pointy, itchy|190.0|254.0|tense, unsafe, upsat, anger, boredom, confusion, discomfort, discouragement, disgust, distressed, doubt, insecurity,|annoying, aggressive,  uncomfortable, unpleasant, unsettling, intense|YES, show me another video||190.0|-254.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_0GMB47RVCdJXcJj|4|I am with my best friend|My back|We are at her house|I fell asleep on the couch after a long hard day at work|The intention for her is to wake me up|Yes, that would be okay.|It seems like poking and tapping|498.0|474.0|I feel a bit of a shock as well as fear|The touch is unexpected and a bit unpleasant|NO, I would like to finish the survey now.||498.0|-474.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_3Gy7oZnkctwJN1k|4|My sister|My arm|At a restaurant|We are sitting next to each other and she touches my arm|She is trying to catch my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Poking, Intense, Persistent, Strong,|383.0|288.0|If it keeps going for too long it will make me feel bothered and mad|Aggresive, Unsettling|YES, show me another video||383.0|-288.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_yNQtjeSheKso5xL|4|Friend or Colleague|Arm or my back|at University or somewhere outside|We're talking|Catch my attention|No, it would not be okay.|Fast hard and sharp poking or pressing|377.0|256.0|Irritated|Annoying|YES, show me another video||377.0|-256.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_ueaD2lzKDybUQOB|4|a colleague|forearm, hand, shoulder|in class, at work|We have a conversation and exchange our arguments.|He wants to get my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|tense hitting, rough pressing, hard tapping|869.0|506.0|Cautious, focused, irony, wonder|Attention, clean, friendly, tender|NO, I would like to finish the survey now.||869.0|-506.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_SVnE3R65FY0G5uV|4|A stranger|Shoulder|In a park|Someone is interrupting my relaxing time|Probably to get my attention and complain|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Agressive poking .|625.0|918.0|Annoyed and curious|Aggressive, annoying, irritating and suspicious|NO, I would like to finish the survey now.||625.0|-918.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_6SA8EKXeysYkS2d|4|my romantic partner|your hand|In the bedroom|watching TV|Talking and discussing plans in Agreement with each other|Yes, that would be okay.|Tapping|974.0|541.0|Affection|Blissful|YES, show me another video||974.0|-541.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_ywreTaU4g80Tznr|4|A friend|My hand|in a cafe.|My friend is talking and touching in me.|She doesn´t have a clear intention.|Yes, that would be okay.|Touching.|1091.0|701.0|Indifference.|Comforting.|YES, show me another video||1091.0|-701.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2fDsDUDeNyC5iSf|4|stragner|arm - shoulder|in tram - public transport|Kid behind me have a behavioral issues and keep touching people around, sadly i was in front|Boredom, mental issues?|No, it would not be okay.|Poking, pushing, stabing, sharp|167.0|956.0|irritable, Overwhelmed, Pain, Annoyed, Horror, nervous|aggressive, creepy ,|YES, show me another video||167.0|-956.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2B4dxL61VsQ5gv4|4|a romantic partner|your hand|at home|My girlfriend touches my hand|Not sure about it|Yes, that would be okay.|Soft and slow|1091.0|323.0|Comfortable and Happy|Calming and Pleasant|NO, I would like to finish the survey now.||1091.0|-323.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1o4J7jLg0J9iYWC|4|a colleague|The arm|In the office|Someone keeps touching the other persons arm repeatedly.|To get their attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|The man keeps pressing really fast|198.0|974.0|Agitation|Annoying.|YES, show me another video||198.0|-974.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1M0z7GTsaQxivu8|4|Romantic period|My hand|Oh the couch|We're watching a Netflix series a|They're trying to get my attention|Yes, that would be okay.|Taping, light taps|1011.0|959.0|Unbothered|Gentle|YES, show me another video||1011.0|-959.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_QcczoxNDfytiA2R|4|therapist or a doctor|wrist part of my hand on the outside|examination room/ therapist room|another person is touching the outside part of the wrist of another person, 9 times|to make another person be aware of something or testing if they could feel it when being touched|Yes, that would be okay.|the touching is Soft and gentle. it is smooth and slow|1002.0|701.0|i feel admiration. and i adore the person touching me , and i become aware and connect with the person|soft and gentle|NO, I would like to finish the survey now.||1002.0|-701.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_2EtNfWMCiO3s3CS|4|a family member|your back|the sofa|My younger brother doing it randomly.|It's just proof of affection between us.|No, it would not be okay.|Light Poking|884.0|960.0|Comfortable|Friendly, Gentle|NO, I would like to finish the survey now.||884.0|-960.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_3R7xpIvEOmdtaqA|4|A stranger|My back|In a supermarket's queue|It is busy and a little crowded towards the shopping tills. I am near the till ready to be served.|The intention is to get my attention.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Intentionally forceful, aggressive but not malicious|454.0|650.0|I feel alert and a little annoyed. Yet understanding as its purpose has good intentions.|The touch is hard on my back and hurts for a small moment before realising what is happening. The touch is surprising.|NO, I would like to finish the survey now.||454.0|-650.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_3nTUTC788Ccdl7C|4|A child|My arm/leg|At a social gathering|The child is trying to get me to look at them|Get my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Upsetting, Tiring|327.0|478.0|Exhausted|Too much|YES, show me another video||327.0|-478.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1Pep6iMkETHitoL|4|A child|My forearm|At home, on the sofa|I am watching my favorite show and not paying attention to my child and he just wants some attention.|To get my attention and focus on what he is interested in.|Yes, that would be okay.|Poking and consistent|446.0|1050.0|I feel sadness, having to resort to this shows that I'm not prioritising him.|Attention grabbing, bonding, noticeable and purposeful|YES, show me another video||446.0|-1050.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
R_1GUrBqarWMn0ATf|4|my younger sibling|my arm|at my parents house|I am getting poked to help with something|In order to get my attention and assist with whatever they need|Yes, that would be okay.|Consistent and hard poking|700.0|1023.0|possibly annoyed or in a fun playful mood|Annoying but not with bad intention|NO, I would like to finish the survey now.||700.0|-1023.0|vertical finger|finger|vertical|9|strong|finger vertical 9 strong
