ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_1pSb3LaAd8BaEaJ|7|My fiancé|my arm, just like in the video|At our table, in the dining room.|I told some worrying news|To calm me down and show me love and understanding of what happened|Yes, that would be okay.|I'd feel that touch as embracing and trying to show me that she's always with me|986.0|884.0|I would feel safe with her. Knowing that I can trust her and that she's there for me|The touch is friendly and delicate|NO, I would like to finish the survey now.||986.0|-884.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_sp3u6FpLtJegATv|7|my mother|my shoulder|at home|i have just lost something dear to me|to try and comfort me for the loss|Yes, that would be okay.|a hear-warming, comforting feeling|995.0|1206.0|relieved|comforting|YES, show me another video||995.0|-1206.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_2yeCbojmDrJmtb5|7|My mother|My headz|Home|My mum cames at me and just shows me how much she loves using her touch|Show me how much she loves me|Yes, that would be okay.|A soft, warm and cozy touch|1152.0|1134.0|I feel loved|The touch is soft, calming and loving|YES, show me another video||1152.0|-1134.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_1LTYhMnymly1yCo|7|a friend|my arm|at university|we are talking about our upcoming exams and projects|confort me|Yes, that would be okay.|its squezzing the arm in a caring way in a fast fluid motion|1015.0|805.0|Makes me fell understanded|Its calming and conforting|NO, I would like to finish the survey now.||1015.0|-805.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_2ykFfTBhaxLxSPJ|7|A friend|My arm|In a cafe|The friend is comforting me.|Emotional support|Yes, that would be okay.|Slightly intimate|884.0|882.0|Comforted|gentle|NO, I would like to finish the survey now.||884.0|-882.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_3GuBorsjvutX3Nf|7|A close friend|My shoulder|Home|We are talking|To comfort|Yes, that would be okay.|Comforting|917.0|1186.0|Affection and empathy|Comforting and soothing|NO, I would like to finish the survey now.||917.0|-1186.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_1JF5d2brnFaAEfb|7|family member, parent|arm|at home at the kitchen table|I am sad and my mom tries to comfort me.|Trying to make me calm and comfortable.|Yes, that would be okay.|tapping, soft, calm, comforting, warm|1170.0|726.0|I feel calmed, comfortable, peaceful|warm, relaxing, soothing|YES, show me another video||1170.0|-726.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_025p5z4wQSA404F|7|family member|arm|living room|we are having a conversation|Family Member comforting me|Yes, that would be okay.|warm|1026.0|1230.0|Comfortable and calm|gentle|YES, show me another video||1026.0|-1230.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_24uY3uxA3H860Gp|7|my mother|my shoulder|in my house|we are both sitting in the kitchen table|cheering me up after i lost my soccer game|Yes, that would be okay.|Patting|1224.0|651.0|affection and compassion|comforting|YES, show me another video||1224.0|-651.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
R_3DpdBaxVT6G9pDK|7|Acquaintance or a not so close friend|hand or back.|at work or in cafe/bar.|The other person is trying to comfort me.|Comforting another person, trying to make the other person feel better.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|awkward, positive, emotional.|805.0|621.0|I think it makes me feel good. It's a good thing when somebody is trying to comfort you.|gentle, but at the same time awkward.|NO, I would like to finish the survey now.||805.0|-621.0|vertical hand|hand|vertical|3|light|hand vertical 3 light
