ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_3IXiL1pDd8GPL1a|14|romantic partner|your forearm|at home|someone is gently grazing their finger on another's arm|to soothe/comfort/ loving gesture|Yes, that would be okay.|embracing, stroking, rubbing|972.0|709.0|love, peacefulness, safe, calmness|comforting, gentle, soothing|NO, I would like to finish the survey now.||972.0|-709.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_cvTlzM4mLSi0k0h|14|My boyfriend|upper arm|on the sofa|We are sitting on the sofa together, maybe watching TV or just talking and the touch is a sweet, loving gesture.|To express love, wanting to be close to each other by feeling the other person|Yes, that would be okay.|rubbing, stroking or touching in a loving, gentle way|1103.0|313.0|safe, loved, connected, calm|soothing, calming, enjoyable, friendly|NO, I would like to finish the survey now.||1103.0|-313.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_32VJbQxcfHQDLu1|14|probably a romantic interest|hand or arm|at a restaurant|making small talk or talking about us|physical touch|Yes, that would be okay.|firm, strong, rubbing or stroking|769.0|811.0|it depends on who it is, but probably uncomfortable or anxious|firm, half dominating, noticeable, assertive, attention grabbing|NO, I would like to finish the survey now.||769.0|-811.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_3gTwpBDezutOFV1|14|I'm with my boyfriend|my cheeks and sometimes my shoulders|in his room|I would be upset|to make me feel loved and calm|Yes, that would be okay.|sweet, caring, tender, embracing, confident, lovable, soft|1013.0|1101.0|I feel loved and appreciated|the touch is usually soft, slow and gentle|NO, I would like to finish the survey now.||1013.0|-1101.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_24uY3uxA3H860Gp|14|a client|my leg|office|im showing my work|trying to seduce me|No, it would not be okay.|weird and pushy|196.0|182.0|discomfort|innapropriate|NO, I would like to finish the survey now.||196.0|-182.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_2pS2PlA60CaoVnB|14|A friend|My back|I'm in Class|My friend is sitting behind me and touches me on my back to call for my attention|To call for my attention|Yes, that would be okay.|Poking,Tough|752.0|527.0|Wonder, Curiosity|Attention Grabbing|YES, show me another video||752.0|-527.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_2VRf5FZVUnzOShy|14|husband|shoulders|in bed|he is flirting with me|flirting with the purpose of having sexual intimacy|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|intense rubbing|911.0|390.0|affection, romance, wonder|exciting, meaningful|YES, show me another video||911.0|-390.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_W8KSXDm6pjvsLwl|14|Probably someone who I am confortable with and the other way around. It looks like its some jokingly touch|The arm|At home|We are joking around and laughing|No real purpose, just playing around and seeing the skin as the finger goes through my arm|Yes, that would be okay.|weird looking, personal, unique|1017.0|581.0|Confortable, neutral|Funny, different|NO, I would like to finish the survey now.||1017.0|-581.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_2R8tBpc5IfGSqgS|14|a partner|face, thigh, genital area|at home, bedroom|stroking|to comfort or as a precursor to intimate relations|Yes, that would be okay.|intimate, gentle, light warm|839.0|583.0|happy, romantic, aroused|gentle and erotic|NO, I would like to finish the survey now.||839.0|-583.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_1jpKuy2fYR8ZxQM|14|Doctor|Arm, similar area|At the General Practitioner's office|Investigating if a certain area is more sore than other areas. Possibly a medical condition.|Investigating to find out more information about something happening to my arm.|Yes, that would be okay.|lightly pressing, pushing, feeling, tender, rubbing|700.0|702.0|I feel a slight worry as in this situation, for me, there may be a medical condition that I have to be concerned about.|Firm, curious, intentional, necessary, painful|YES, show me another video||700.0|-702.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_2fq686Bp2Pxawgk|14|Child|Hand|In the car|Driving|I have a mark on my arm|Yes, that would be okay.|Rubbing|780.0|985.0|Dirty|Distracting|NO, I would like to finish the survey now.||780.0|-985.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_2TmETHQV3NFNZTZ|14|partner|hand|in apartment|we're lying on the sofa|to feel the connection with other person|Yes, that would be okay.|more solid, but not so strong,|1051.0|820.0|comfortable, calm, safe|confident, but still gentle, vivid|NO, I would like to finish the survey now.||1051.0|-820.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_28FFxcxm0YDcSBA|14|A friend|My hand|At a café.|My friend is just being cute|Being cute and cuddle.|Yes, that would be okay.|Soft|1115.0|1101.0|Calmness|Comforting|YES, show me another video||1115.0|-1101.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_W225FZr1xHk1DX3|14|a family member|my arm|at home|I have a skin problem|Understand better what is the problem|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|agressive|736.0|761.0|Tense, worry|agressive|NO, I would like to finish the survey now.||736.0|-761.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_31AYjM3bN47dbYy|14|A friend|Arm|University|We're waiting for lunch|Friendly|Yes, that would be okay.|Slow, calming, soothing, attentive, distant, caring|848.0|1095.0|I feel comfortable and safe.|The touch is distant but friendly|NO, I would like to finish the survey now.||848.0|-1095.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_1T6VcYU7xHzHuwh|14|Partner|Back of neck|At home|Watching a movie|Loving action display of affection|Yes, that would be okay.|Loving, caring, sweet, happy, tender, affection|1220.0|1208.0|Loved, happy,|Nice, gentle, calming, enjoyable|YES, show me another video||1220.0|-1208.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
R_3dFl5uPJfwHTeDI|14|Colleague|Arm|Office|Sitting in the same office|Grab my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Friction|658.0|726.0|Agitated|Attention grabbing|NO, I would like to finish the survey now.||658.0|-726.0|horizontal finger|finger|horizontal|3|strong|finger horizontal 3 strong
