ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_6YxcK2RGNsEk7fz|3|a romantic partner|belly|in the bedroom|We are spending time together in the evening|pre-sex contact|Yes, that would be okay.|patting, delicate, full of love, caring, gentle, soft, sensitive, fondly|1233.0|698.0|affection, love, relaxation, joy, happiness, trust, empathy, desire, comfortable|calming, enjoyable, erotic, delicate, swnxual, sexy, warm|NO, I would like to finish the survey now.||1233.0|-698.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_2TyPH0UVStUvzUq|3|a family member|my arm|at home|we're watching tv, sitting on the couch|to get my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|localized, rhythmic, tense|472.0|504.0|irritable, tense, vulnerable|annoying, attention grabbing, demanding|NO, I would like to finish the survey now.||472.0|-504.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_3CNlN1OL3gu69HB|3|A friend|My arm|At home, sitting at the kitchen table|We're speaking while having some drinks|To have my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Delicate|619.0|869.0|Discomfort and surprised|Attention grabbing and controlling|YES, show me another video||619.0|-869.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_1HqIN9dPDwWZJ3Z|3|My girlfriend|My neck|In bed|Watching a movie|Instigating|Yes, that would be okay.|Demanding and unnecessary. Seems unconsensual but not rude or innapropriate. Not a friendly touch though|858.0|894.0|Confused|Gentle|YES, show me another video||858.0|-894.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_x5BsqXAP9EOECCl|3|a child|upper arm|in the living room|The child is touching my upper arm because of lack of interest from my side|to interact with the child|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|poking, tapping|682.0|1049.0|I feel irritated, annoyed and probably a little bit of confused|annoying, attention grabbing, unsettling|YES, show me another video||682.0|-1049.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_32VJbQxcfHQDLu1|3|a chilld|my arm or hand|on holiday at a game reserve|trying to get my attention or asking me rather playful questions|trying to get my attention|Yes, that would be okay.|playful, poking|845.0|480.0|love and curiosity|comforting, enjoying and silly or playful|YES, show me another video||845.0|-480.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_2ta3tJaft1U5jhn|3|A friend|my shoulder|At a street|a friend is touching on my shoulder to take my attention|take my attention|Yes, that would be okay.|Chilly|1235.0|161.0|Comfortable|Meaningful, Noticeable|YES, show me another video||1235.0|-161.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_2pS2PlA60CaoVnB|3|A child|lower leg|at a doctor's Office|I'm looking at the vending machine and a Child comes up to me touching my leg asking if he can pass.|To gather my attention so I would move|Yes, that would be okay.|Patting|633.0|777.0|Cautious, Compliant|Delicate, Attention Grabbing|NO, I would like to finish the survey now.||633.0|-777.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_2VRf5FZVUnzOShy|3|husband|cheek|in bed|we are looking at each other's eyes and he is playing with my face|he is joking and flirting at the same time|Yes, that would be okay.|supple poking|1067.0|402.0|safe, loved, happiness|bonding, delicate, friendly, relaxing|YES, show me another video||1067.0|-402.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
R_26kCCHr70A0iywJ|3|a hairdresser|Shoulder|In a hair salon|It is my turn to get my hair done and they are callingmy attention|To grab my attention|Yes, that would be okay.|Tapping lightly|702.0|702.0|Complaint|Gentle|NO, I would like to finish the survey now.||702.0|-702.0|vertical finger|finger|vertical|9|light|finger vertical 9 light
