ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_1E1hmPQ0PvgTH68|22|hairdresser|arm|at his office|touching my arm|it's scaring|No, it would not be okay.|rubbing, light|282.0|286.0|scared, shock, stress|aggressive uncomfortable|NO, I would like to finish the survey now.||282.0|-286.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_3PAkQYzTWGHZobF|22|My girlfriend|My knees|At home - bed - comfortable place|We are heaving a good time without stress and touching each other as a game|The person lets me know that he is in a close relationship to me and want to feel me better|Yes, that would be okay.|The stroking is very chilly|1166.0|216.0|I feel mostly relaxed and full of trust|The touch is very comfortable and provocative|NO, I would like to finish the survey now.||1166.0|-216.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_3IXiL1pDd8GPL1a|22|family member|arm|at home|family member trying to comfort or console|to make you feel better/ soothe after an upsetting event|Yes, that would be okay.|rubbing, stroking, gently, softly|992.0|1194.0|affection, calmness,|comforted, sympathy|YES, show me another video||992.0|-1194.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_W1e231OmToGDmJr|22|family member|My arm|at home|someone comforting me|MY family member is trying to comfort me|Yes, that would be okay.|Quite a fast firm rubbing|876.0|892.0|I feel comforted and not alone.|the touch is tentaive|NO, I would like to finish the survey now.||876.0|-892.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_28GxGerQJIriysE|22|a colleague|the arm|in the office|the person is attempting to console me|the person is showing me compassion and empathy|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|intense and uncomfortable|481.0|907.0|uncomfortable and alarmed|awkward|NO, I would like to finish the survey now.||481.0|-907.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_2Ea8MZYSOPnbBXO|22|a family member|my back|at home|A situation where a touch like this would be permissible is during a emotional situational where comfort and reassurance is required|it would be to provide me with support, understanding, comfort and reassurance|Yes, that would be okay.|embracing|1027.0|1186.0|belonging, comfortable, connection, empathy, sympathy, trust|calming, comforting,  warm|NO, I would like to finish the survey now.||1027.0|-1186.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_4PFOpfEzCv6JNf3|22|Fiance|My arm|At a cafe|We're both sitting in the cafe looking at each other|To express love and be close to me|I don't know.|little aggressive, dragging, pushing, warm, rubbery|722.0|918.0|confusion, calmness, connection|aggresive, friendly, distracting|NO, I would like to finish the survey now.||722.0|-918.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_d7mwkllABeNBQCl|22|my partner|my arm, my thigh, my calf, my neck|at home|My partner is caressing my skin in a delicate, loving way.|The intention would be just to use physical touch to satisfy my/our love language or/and to feel closer to me.|Yes, that would be okay.|Delicate caress; rhythmic and soft rubbing; smooth move of the hand|1010.0|1204.0|I feel vulnerable, connected, peaceful, and grounded|The touch is gentle and soothing|NO, I would like to finish the survey now.||1010.0|-1204.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_87WY0iwcFj9WRRT|22|My mother|my arm.|at home.|we're talking about our family.|to comfort.|Yes, that would be okay.|patting gently|740.0|621.0|Overwhelmed but calmness|comforting.|NO, I would like to finish the survey now.||740.0|-621.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_12LtthEf19708TV|22|My husband|My arm of shoulder|Sitting on the sofa|My husband is reassuring me or trying to calm me|To reassure or calm|Yes, that would be okay.|The touch is gentle and meant as a reassurance. The touch is personal, not something I would expect from a stranger|868.0|589.0|I feel reassured or calmed|The touch is soothing|YES, show me another video||868.0|-589.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_2B35qXipjzwf0sV|22|PArent|Person touches my forearm|I would be at home|Show of encouragement|To show that they are there for support|Yes, that would be okay.|Warm Rubbing|1224.0|1218.0|Encouraged, not alone|pleasant and comforting|YES, show me another video||1224.0|-1218.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_26kCCHr70A0iywJ|22|a friend|My shoulder/upper arm|At home|We are having a conversation and my friend is providing comfort via this touch|To provide comfort|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Rubbing intensly|1053.0|781.0|Contentment|Comforting|YES, show me another video||1053.0|-781.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_D76RCVmuatCBuRr|22|my husband|my upper arm|in our living room|my husband is rubbing my uper arm to calm me and let me know we are dealing with a problem together|he is consoling me and providing warmth and comfort|Yes, that would be okay.|embracing, loving, calm, attentive, soft, supportive, understanding|1234.0|164.0|calm, loved, safe|loving, sweet, calm, reassuring|YES, show me another video||1234.0|-164.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_6JV3BmCzukKd4yZ|22|My husband|My arm|At home|We are on the couch watching Tv|Kindness, tenderness, connection, love|Yes, that would be okay.|Light, Tender, Loving|1190.0|438.0|Loved, appreciated, calm|light, tender, loving|NO, I would like to finish the survey now.||1190.0|-438.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_C3nWquAfsnzAcnf|22|a family member|My back|at a doctors office|I just received bad news regarding my health status I am sick|The purpose is to comfort me and make me feel better and to reassure me that evrything will be fine and they are with me in every way.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|holding, interlocking, firm., lukewarm, persistent,|1057.0|589.0|I feel calmness and comfort I also feel the support and love I receive and the empathy towards me and them. I also feel appreciated and relieved.|The touch is bonding, clean and comforting, it feels delicate and stree free towards the situation.|NO, I would like to finish the survey now.||1057.0|-589.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_2fQoIrtBxNRqzsd|22|a romantic partner|shoulders/neck|home|idk|to comfort/relax|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|comforting rubbing|1214.0|698.0|relief|soothing|NO, I would like to finish the survey now.||1214.0|-698.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_V3AA8s1SWQDMBRD|22|A family member|Arm or shoulder|Home|They're trying to console me|They're trying to console me, make me feel better about something|Yes, that would be okay.|Rubbing, friction|988.0|1198.0|Like they care, and they're trying to make me feel less upset, and calm me down|Kind|NO, I would like to finish the survey now.||988.0|-1198.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_ugnRJnxJH1gSpvH|22|my grandmother|Shoulder, wrist|My room|She is nagging me|To catch my attention and/or annoy me|Yes, that would be okay.|Friendly, prolonged, annoying|448.0|418.0|annoyed|annoying|YES, show me another video||448.0|-418.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_1PaQHSxM7ZF7CWY|22|Colleague|Leg|Office|Sitting beside colleague talking about plans this weekend.|Colleague is being flirt and creepy.|No, it would not be okay.|Rough|457.0|477.0|Uncomfortable|Unwanted.|YES, show me another video||457.0|-477.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_2dt4msRwiuGoozF|22|romantic partner|my arm|at home again like in first video|i imagine pretty same situation watching some move relaxing at home|to relax me|Yes, that would be okay.|fast, itchy, wiggly|826.0|584.0|adoration, curiosity, calmness|confident, noticeable, relaxing|NO, I would like to finish the survey now.||826.0|-584.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_vBTkmqNrV02SGI1|22|My friend|On my arm|At her house|We are sitting and talking about life recently|To make me feel better|Yes, that would be okay.|Soft, nice|1222.0|1224.0|It makes me feel cared for|The touch is soft and makes me feel nice|NO, I would like to finish the survey now.||1222.0|-1224.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_2CrKu7zMle38Vzn|22|my son|my head|my living room|we have been play fighting|to make me feel better|Yes, that would be okay.|tender, gentle, loving and caring|997.0|478.0|comforted and loved|showing my son cares for me|NO, I would like to finish the survey now.||997.0|-478.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
R_1NySHsk2uXNq5sc|22|my partner|my leg by my thigh|sitting on the couch at home|we sitting on the couch talking while watching a movie|to be affectionate and connect with me|Yes, that would be okay.|hugging warm|1007.0|327.0|i feel aroused and cared for and loved|arousing and warm|NO, I would like to finish the survey now.||1007.0|-327.0|horizontal hand|hand|horizontal|9|strong|hand horizontal 9 strong
