ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_3CW12xTi02MePJB|24|Domestic partner|On my arm|Laying in bed|We are laying in bed together and she is rubbing my arm as a sign of affection|Physical touch as a sign of affection|Yes, that would be okay.|Soothing Affectionate Gentle|1156.0|430.0|I feel affection. I feel loved. I feel calm|The touch is kind. The touch is gentle. The touch is soothing|NO, I would like to finish the survey now.||1156.0|-430.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2xWN1UAHiBFaAkm|24|professional|your upper arm|hospital|doctor visit where he checks the skin|The doctor checks the skin for any problems or irritations|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Compressing, Friction, Patting, Sweeping, Mechanical, Scratchy|569.0|734.0|Indifference, Trust, Wonder, Curiosity|Irritating, Impacting, Annoying|NO, I would like to finish the survey now.||569.0|-734.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_x5BsqXAP9EOECCl|24|professional masseur|My back|In the massage room|The masseur is massaging my back with the massaging oils|To relieve stress and pain|Yes, that would be okay.|Nice, calming, warming, melting, embracing|1154.0|1049.0|amusement, empathy, submissive, tense, sympathy, joy, happiness|warm, erotic, relaxing, pleasant, intense, bonding|NO, I would like to finish the survey now.|6061f6b862462275f4936388@email.prolific.com|1154.0|-1049.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_12mRazF6RgoIYjZ|24|masseur|back|clinic|I'm at an appointment, my back has been hurting for a few days|The purpose is to help with back pain|Yes, that would be okay.|Dense, rough, Intense, pressing, stretching, strong|525.0|323.0|pain, vulnerable, discomfort|aggresive. intense, hurtful|YES, show me another video||525.0|-323.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3DdrZS6XZ2bt3kR|24|A male friend|Arm|Somewhere in Public|i am in a situation where i need motivation|To motivate me, encourage me|Yes, that would be okay.|The touch is hard in a way that is not to calm me, but to encourage me to take part in some activity of some sort.|1045.0|293.0|Emotionally prepared and ready to take action|The touch is to fire me up to take part in something that i was doubting|NO, I would like to finish the survey now.|61093eae2bc2e47e6f26c7d7|1045.0|-293.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2PtGPTxZC8XGLSN|24|A professional|Wrist or shoulder|Doctors office|Some negative event or news|To make you feel like they acknowledge your feelings towards the negative event or news|Yes, that would be okay.|Firm stroking|948.0|676.0|Appreciative|Kind|NO, I would like to finish the survey now.||948.0|-676.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_27eww2y3y6ywxQL|24|Partner|My back|Home|Relaxing enviroment|Comforting me, soothing|Yes, that would be okay.|Strong, intense rubbing|531.0|569.0|conflicted and suprised by the touch|aggressive in nature|YES, show me another video||531.0|-569.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2B35qXipjzwf0sV|24|Family or close friend|Forearm|At home|Person is being encouraged or comforted|To help you feel better|Yes, that would be okay.|Warm, comforting, rubbing|1235.0|1218.0|Encouraged and not alone|Comforting|NO, I would like to finish the survey now.||1235.0|-1218.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1jpKuy2fYR8ZxQM|24|Parent/Partner|arm|probably in the garden, just fell over and whacked my arm, parent/partner rubs it to console/make me feel less embarrassed|Consoling|parent/partner rubs it to console/make me feel less embarrassed|Yes, that would be okay.|Rubbing, affectionately, consoling, easing|805.0|567.0|less stressed, consoled. happier|Comforting, encouraging,|NO, I would like to finish the survey now.||805.0|-567.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2OGWaryCukgV8Oe|24|A romantic partner|MY arm|At home|Just staying home sitting on the sofa, maybe watching a movie|Affection|Yes, that would be okay.|Affective, fast, intense|752.0|599.0|Affection, calm, weirded out|Intense, Exciting|YES, show me another video||752.0|-599.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3irRi2hiD3ipIYK|24|boyfriend|shoulder|at home|he is mocking me and touches my shoulder in that manner|he wants to irritate me in a playful way|Yes, that would be okay.|rough, weird, emotionless, ironic, rubbing|569.0|641.0|I feel amused but not very loved|rough, weird, emotionless, ironic, rubbing|YES, show me another video||569.0|-641.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_R2E50fuirydgwlr|24|a family member|my back|at home|He is comforting me in a difficult moment|Supporting me and letting me feel that he is here for me|Yes, that would be okay.|It's a ritmic and warm patting|984.0|978.0|sympathy|comforting|YES, show me another video||984.0|-978.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_vBTkmqNrV02SGI1|24|A family member|My shoulders|At home|I am at my desk working for an hour|To relive the pressure in my shoulders|Yes, that would be okay.|Vigorous, hard, harsh|214.0|491.0|I feel cared for|The touch is a bit harsh but feels good|YES, show me another video||214.0|-491.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2ZEK87qVjl3xb2q|24|a friend|my back|at home|my friend is trying to sympathize with me|they know i'm sad and they're trying to make me feel better|Yes, that would be okay.|friction, rubbing, firm, flat, dry|946.0|1001.0|compassion, affection, sympathy|bonding, calming, intimate|YES, show me another video||946.0|-1001.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2QlVUQvwVbHWk0D|24|A family member|The left forearm|In a room|Somebody is rubbing my left forearm|They rub my forearm to generate heat through friction|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Rubbing, hot, fast, irritating, burning, hurting, tugging|323.0|1015.0|Irritation, a shiver, confusion, upset|aggressive, hurting, abrasive, irritating, heating, warming|NO, I would like to finish the survey now.||323.0|-1015.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_28B2zc2wP3sSKQs|24|Doctor|fore arm|Doctor's office|He is checking if I hurt my arm|A check up|Yes, that would be okay.|Grabbing calmy|731.0|707.0|Calm|relaxing|NO, I would like to finish the survey now.||731.0|-707.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2zbChN6cq6okkhW|24|therapist|hand|clinic|massage|heal, check muscles|Yes, that would be okay.|medical|702.0|676.0|Stress|Intense|YES, show me another video||702.0|-676.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_DGnVytlTFYi4gx3|24|a family member|anywhere what is injured|outside|I burned myself|To ease the pain|Yes, that would be okay.|fast, intense nad strong sweeping|1007.0|1194.0|compassion, relief|friendly, nasty, calming|NO, I would like to finish the survey now.||1007.0|-1194.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3pZo12MOlC2OL73|24|romantic partner|my thigh|at home|we are sitting on the sofa and talking|"to comfort me, to show that the person supports me and to tell me that ""I got this"""|No, it would not be okay.|patting, squeezing, stroking, friction, strong, solid, intense|799.0|696.0|focused, taken care of, supported|bonding, calming, neutral|YES, show me another video||799.0|-696.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_XnRW34eXfBluHwl|24|A friend|My back|At home, in bedroom|I'm telling my friend about an unfortunate event that happened to me lately|The purpose is to empathize with me, comfort me, so I don't feel bad or sad about what happened|Yes, that would be okay.|Rubbing, hugging, warm|1087.0|928.0|I feel happy, calm, and thankful|Friendly, warm, soothing|NO, I would like to finish the survey now.||1087.0|-928.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_V2RGFlRmgJPt5jH|24|therapist|leg|clinic|treatment for the leg by a professional|To relax my muscles|Yes, that would be okay.|Shaking|1200.0|1019.0|Relief|Pleasant|NO, I would like to finish the survey now.||1200.0|-1019.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3sdfXXD1FcqO51O|24|My brothers|My brother does it to my legs|We are at our fathers place, probably in one of our rooms|Me and my brothers are wrestling each other and hurting each other slightly in the name of play.|To have fun whilst wrestling|Yes, that would be okay.|Playful|1140.0|254.0|Playful, competitive|Fun, amusing|YES, show me another video||1140.0|-254.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2foHIHzMg0Maq6v|24|a family member|my had|in the living room|someone is trying to comfort me|to make me feel better|Yes, that would be okay.|shaking, kind of friendly, maybe a little too intensive|701.0|713.0|it would give me some pleasure feelings like compassion, understanding|calming and comforting|YES, show me another video||701.0|-713.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2wSuSUsW4Dihbqw|24|a friend|my forearm|at home|We're are watching a movie|to calm me down because i'm anxious about the next scene in the movie|Yes, that would be okay.|burning, rubbing, friction, rhythmic|710.0|694.0|comforting|attention grabbing|YES, show me another video||710.0|-694.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2wz6cJjNnWgz3Mf|24|romantic partner|my back|at home|they are comforting me|to make me feel better|No, it would not be okay.|rubbing hard|365.0|363.0|distressed|aggresive|YES, show me another video||365.0|-363.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1gGVQ9RkWtErnBI|24|Colleagues||At work|Nothing is happening|He is not touching me|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|It is very rough|295.0|321.0|Sad|Rough|NO, I would like to finish the survey now.||295.0|-321.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2axRIPqccerXrFf|24|grandparent|hand|home|my grandparent is comforting me|my grandparent is comforting me|Yes, that would be okay.|comforting; fast; rigid|839.0|579.0|comfortable|comforting|YES, show me another video||839.0|-579.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1MX0HMWqhGsfj2M|24|It could be a friend or a family member|The back of the hand, or the back|In a public space|The person receiving the touch could be cold, sneezing, or recounting a personal emotional anecdote|To soothe and show care|Yes, that would be okay.|It's rubbing, giving heat, fast, short, firm, strong|1140.0|916.0|Like I am cared for, I feel affection, belonging, calmness, comfort|Bonding, calming, comforitng|YES, show me another video||1140.0|-916.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1H8IKAQocpfAwfH|24|A romantic partner|My thigh|At his place|We are warming up to each other and about to engage sexually|The intention is to get us ready to engage sexually|Yes, that would be okay.|Rubbing and Pressing|918.0|502.0|Comfortable and Trust. Desire and Horny|Delicate and arousing|YES, show me another video||918.0|-502.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2YPLb07ByaM7HDK|24|Partner|My forearm|Public Transport|Anxiety kicking on being on public transport|To give me reassurance that i will be alright and he is there with me|Yes, that would be okay.|Firm stroking|1025.0|702.0|the touch is a reminder i am looked after and has a calming effect on me .|Meaningful|YES, show me another video||1025.0|-702.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1mPZqBE7P33ODIV|24|A friend|My hand|At school|He just want to tease me|Tease me|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Rubbing|704.0|861.0|Confused|Noticeable|NO, I would like to finish the survey now.||704.0|-861.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2QDu2TImqMPaaux|24|My husband|back|in the bedroom|He is waking me up after a nap!|To wake me up after I missed my alarm clock for work.|Yes, that would be okay.|a pushing stroke.|707.0|1016.0|A little annoyed!|slightly alarming|YES, show me another video||707.0|-1016.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_9Y4IqztabbbVXyh|24|I'm with my fiancèe|My belly|I'm at home|We are watching Tv and she's touching my belly|Probably only a pat, but a bit sensual|Yes, that would be okay.|It's slow and coherent with the movement|1160.0|258.0|I'll probably be a bit horny and feeling a sense of desire, but mostly connections with my partner|The touch is provocative, sensual but calming.|NO, I would like to finish the survey now.||1160.0|-258.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2AWqphjhXDP5Eh1|24|Partner|Arm|Home|They are stroking my arm|Unsure|Yes, that would be okay.|Rubbing|735.0|1050.0|Indifference|Purposeful|NO, I would like to finish the survey now.||735.0|-1050.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3mk34oPEfOYEPSd|24|Best Friend|Back|Home|Hugging|Conforting due to a bad day|Yes, that would be okay.|Warming Cuddly Friendly|1218.0|178.0|Adoration, Affection, Amusement, Belonging, cherished for, calmness, comfort, compassion, relief|Comforting Enjoyable Exciting Friendly Gentle Heavenly Reassuring Relaxing|YES, show me another video||1218.0|-178.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_umNYbGVyopamTjX|24|with my friend|my head|at home|we are sitting on the couch|he is trying to make me angry|No, it would not be okay.|Dragging, Fluttering, Rubbing|323.0|395.0|i feel anger, discomfort, frustration|The touch is aggresive, annoying, irritating|NO, I would like to finish the survey now.||323.0|-395.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3j73YvBEVxwD94i|24|a doctor|arm|at the doctors|they are checking an injury|understand an injury|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|repetitive, firm, persistent|424.0|274.0|uncomfortable, annoyed, uptight|annoying, repetitive, cold|YES, show me another video||424.0|-274.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1eqptVw4irxmiXS|24|My mother|My back|We are at home|I am sad about a friend passing away.|My mother is consoling me because I feel sad, she is trying to make me feel better and understand that she is there for me.|Yes, that would be okay.|It is a bit aggressive and pressing.|975.0|1161.0|Loved and cared for.|Friendly and soothing|YES, show me another video||975.0|-1161.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_27xwQoDukkE7DI2|24|A romantic partner|my back|at home, on the sofa|stroking|finding a connection|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|gentle stroking|968.0|831.0|I feel seen|vivid and warm|YES, show me another video||968.0|-831.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1gTnjK9rojQc0st|24|My friend|Your shoulder|In-home|The friend is trying to motivate me|Just making me feel better|No, it would not be okay.|Catching, embracing, lifting, pressing, firm, soft , strong,|1009.0|1224.0|Affection and belonging|Intimate and Uplifting|NO, I would like to finish the survey now.||1009.0|-1224.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2aqtvjNugoilfhY|24|a colleague|upper arm|school|the other person is asking personal questions|trying to feel closer to me and have some kind of connection|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|friction, pressing, abrasive, consistent, persistent, rought|533.0|650.0|conflicted, discomfort, doubt|annoying, distracting, uncomfortable, unpleasant|NO, I would like to finish the survey now.||533.0|-650.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_UWlEEw10yHQQyKl|24|my boyfriend|my back|at the park|We are having a picnic at our favourite park and my back starts aching.|The purpose of the person is to suffocate the pain that I am experiencing in that area.|Yes, that would be okay.|The touch is actually rubbing the area so it could be mechanical and smooth taking into account that the purpose of it is to calm a sensation.|962.0|1103.0|I feel like that person is accompanying me through what I am experiencing and therefore that that person cares about me.|The touch is comforting and meaningful.|YES, show me another video||962.0|-1103.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1MQbUVhALAUMtYB|24|it's the same video as before, it still feels like that a doctor or a professional would touch me like this|legs, back, arms, head|at a doctor's office|The doctor is checking the root cause of my pain, my muscles, any injury|to help me get better and feel well|Yes, that would be okay.|cold, strong, painful, scary, uncomfortable|702.0|1206.0|pain, anxiety, worry, stress|cold, strong, painful, careful/tender|NO, I would like to finish the survey now.||702.0|-1206.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1LUTj6q2n5BsmAj|24|romantic partner|Forearm|At home|I was bitten by a mosquito so my partner is trying to calm the itchiness down|To Calm the itchiness down|Yes, that would be okay.|Rubbing and Itchy|1087.0|1029.0|Admiration, Calmness and Comfortable|Calming|NO, I would like to finish the survey now.||1087.0|-1029.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_31hdqywl2BQe6DP|24|a romantic partner|your back|at home on the sofa|They are patting my back|To console me|Yes, that would be okay.|Patting  Friction Stroking Consistent Fast Intense Hot|1117.0|297.0|Affection Belonging Comfortable Gratitude|Attention Grabbing  Calming Comforting  Lively|YES, show me another video||1117.0|-297.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1lhucRqvLIc7a8y|24|a friend|My Back|In a bathroom|A friend is rubbing my back after throwing up to reassure me.|To help me in a difficult moment and make sure i am okay.|Yes, that would be okay.|Fast and warming rubbing|922.0|875.0|Relief|Calming|YES, show me another video||922.0|-875.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2bW8IGS38WoIxB2|24|Partner|Arm|Home|Sarcastically slapping and aggressively rubbing arm|To support a sarcastic comment and discourage me from not doing something again|No, it would not be okay.|anger, sarcasm, annoyance|380.0|1177.0|disappointed, frustrated, failure|Not kind, sarcastic, annoying|YES, show me another video||380.0|-1177.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_2xQd0NxfAjFPgfA|24|A friend|My back or a hand|At home|I could be sad or stressed out|"This could mean ""I'm here for you, it's gonna be okay, don't cry""."|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Friction, Intense, Persistent|761.0|623.0|Comfortable, can mean also sympathy and worry.|This particular touch looks a bit agressive, but overall it can be reassuring and pleasant.|YES, show me another video||761.0|-623.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_9XfRefsWEOrDWql|24|A friend|my arm|at a bar|She strokes my arm|I am cold and the stroking warms me.|Yes, that would be okay.|Warm, soft, beautiful|1009.0|1105.0|Cared for|pleasant|YES, show me another video||1009.0|-1105.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3qOqinACRF56EqR|24|child|hands|home|something between scratching and stroking|I don't know|No, it would not be okay.|rubbing|272.0|234.0|discomfort|shocking|YES, show me another video||272.0|-234.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_vZbB0Dl1IHdX5hT|24|a co-worker|my arm|in an office|i had a pain in my arm|trying to relieve pain|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|slightly forceful|829.0|1047.0|it's a little off putting|annoying after a while|YES, show me another video||829.0|-1047.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_1pW0u1vzMEHJcgt|24|Therapist|Arm|Therapists office|Therapist is brushing my arm.|Relieving stress and tension.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Fluttering, smooth|988.0|939.0|Relief|Luscious|YES, show me another video||988.0|-939.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_11iHJxxpHi5SpDJ|24|partner|hand|couch|they are rubbing the hand quite rough|to get my attention|Yes, that would be okay.|rough,|430.0|857.0|a bit aggitated|distracteed|NO, I would like to finish the survey now.||430.0|-857.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_vN6a98E010H8tm9|24|My sister|My arm|In the bedroom|I got hurt so she is rubbing me|I got hurt and she is rubbing me|Yes, that would be okay.|Rubbing, warm|1108.0|673.0|I feel calm|The touch is soft|YES, show me another video||1108.0|-673.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3qaOdQYQHOmIA0D|24|Rodrigo|Either my arm or shoulder|Either in the back of the car or at home watching tv|Again, Rodrigo is very bored and wants to get out of his boredom so he is looking to get a reaction out of me|The intention is to get out of boredom that he is feeling|Yes, that would be okay.|This touch is very annoying and hurts a little physically because of the friction|394.0|188.0|Emotionally I feel very annoyed and irritated|The touch is a little harmfull physically and emotionally|NO, I would like to finish the survey now.||394.0|-188.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3O22sKrtck1klPy|24|a family member|the arn|at home, in the bedroom|it looks like the person i rubbing the other person, in a way to ease pain|to ease the pain or swelling|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|the touch was in a form of rubbing and i was rubbery|230.0|799.0|it would make me feel uncomfortable and irritable|unsettling and uncomfortable|YES, show me another video||230.0|-799.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
R_3nTUTC788Ccdl7C|24|My grandparent|My arm|At a family dinner|Keeping me warm|It may be chilly outside|Yes, that would be okay.|Warm, Fast|1220.0|175.0|Warm|Home|NO, I would like to finish the survey now.|5e7b778f5c17541742c0bf2c|1220.0|-175.0|horizontal hand|hand|horizontal|18|strong|hand horizontal 18 strong
