ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_WxkuKI0eydFGYuJ|12|My sister|My shoulder|In the kitchen|I'm getting food from the fridge and my sister pats me on the shoulder.|To grab my attention|Yes, that would be okay.|Patting, Light, persistent|1032.0|811.0|Surprised|Attention grabing|NO, I would like to finish the survey now.||1032.0|-811.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_2yeCbojmDrJmtb5|12|A friend|The arm|At a bar|He are drinking and hanging|He wants to ask me a question|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Maybe annoying but friendly|720.0|734.0|Defensiveness and Irritable|Alarming|NO, I would like to finish the survey now.||720.0|-734.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_2Eid50F3n3a9KIQ|12|A doctor or health care professional|On my forearm|In a GP surgery sat in the chair next to the desk|The doctor is examining my arm to determine if there are any problems with the bones|I have gone to the GP surgery to get my arm checked out as there have been some problems with the bone, perhaps a fracture, and the doctor is touching the arm to determine where the pain is and how to fix this.|Yes, that would be okay.|Patting, dry, cold, with pressure, brief|910.0|916.0|It makes me feel cared for, that the doctor is listening to my concerns and taking me seriously,|The touch is considerate and conscious that I may be in pain, it is both clinical and investigative whilst maintaining an emotional connection with me to ensure that it does not hurt.|NO, I would like to finish the survey now.||910.0|-916.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_3CNlN1OL3gu69HB|12|A family member|On the arm|At home|I'm speaking with my mother|she's trying to confort me|Yes, that would be okay.|Embracing, patting, smooth|801.0|958.0|Nostalgia, Affection|Comforting and calming|NO, I would like to finish the survey now.||801.0|-958.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1HqIN9dPDwWZJ3Z|12|Mother|Back|Birth home|I’m crying|Calm me down|Yes, that would be okay.|Caring and apologetic|983.0|1157.0|Calm|Loving|YES, show me another video||983.0|-1157.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_3p5qcIaz70sh7FF|12|physiotherapist|arms and back|in a bed|i have pain in my arms and mack|trying to see if there is any lump or muscle tension|Yes, that would be okay.|fast, gentle, consistent, dry|869.0|1085.0|calm and present, but makes me laugh|fine, tolerable|YES, show me another video||869.0|-1085.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_24uY3uxA3H860Gp|12|a friend|my shoulder|coffee|we are with a group of friends, chatting|explaining some story and always touching to make sure im paying attention|Yes, that would be okay.|tapping|699.0|1228.0|annoyed|annoying|YES, show me another video||699.0|-1228.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1H66tvU2cM7bbKh|12|A friend.|My shoulder|At a bar|We're having a conversation while drinking a beer|Gesture of friendship|Yes, that would be okay.|Comforting, personal, proximity, caring|1021.0|698.0|Proximity, care, affection|Friendly|YES, show me another video||1021.0|-698.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_2CIKtCX8mHUsCag|12|Older brother|Arm/ hand|Parents living room on the sofa|He is repeatedly tapping my arm in a rhythm whilst we wait for something|Killing time/ being mildly frustrating in a brotherly way|Yes, that would be okay.|Tapping lightly & repeatedly. Gentle|1196.0|1107.0|Fine, fondness for family and gentle closeness. Maybe slightly amused|Meaningful, kind, nostalgic|NO, I would like to finish the survey now.||1196.0|-1107.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_3QMiW5ytCQfnrXs|12|A romantic partner or family member|Shoulder|At home|Some situation in which I need support|To calm down and reassure that everyting's going to be ok|Yes, that would be okay.|assertive, reassuring|998.0|749.0|supported|gentle but affirmative|YES, show me another video||998.0|-749.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_3CGT74NsKnXp3KR|12|My mother|Forearm|Living room|She gently poking me|Maybe for me to ne destressed|Yes, that would be okay.|Hugging Poking Pushing Tapping|809.0|783.0|Calmness Cautious Compassion Connection Important Relief Sympathy|Warm Calming Gentle Pleasant|NO, I would like to finish the survey now.||809.0|-783.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1ignJ0WNcW8eh0v|12|A family member|Ther forearm|In the living room at home|I talked about the current situation in my life|Reassure me about various problems|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Gentle touches|994.0|958.0|Reassured|Comforting|NO, I would like to finish the survey now.||994.0|-958.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1r7eF9ZpHmrt6a8|12|A child, a family member, a friend, a romantic partner|My back, my forearm, my hand, my head, my shoulder|At a café, at home|The person is touching me repeatedly on my forearm or my arm, or my back/shoulder with their hand|The person is trying to get my attention or is trying to comfort me.|Yes, that would be okay.|I would describe it as patting or pressing in a consistent and persistent way.|993.0|1204.0|I feel compassion. It is a comfortable/sympathetic touch if the person is trying to comfort me.|The touch is reassuring or if it is a child trying to get my attention it can be an attention grabbing touch.|NO, I would like to finish the survey now.||993.0|-1204.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_ugnRJnxJH1gSpvH|12|consultant, teacher, relative|wrist, shoulder|any room|The person is touching the other person to highlight a conversation point|to draw my attention to a certain point|Yes, that would be okay.|annoying|311.0|378.0|neutral, annoyed|annoying|NO, I would like to finish the survey now.||311.0|-378.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_27UMezSzBzZ5hAH|12|a child|shoulder|at home|the child is seeking attention|the child may want some of my attention, either to play or show me something|Yes, that would be okay.|tapping, firm, persistent|1027.0|1035.0|comfortable, needed, valuable, connected|noticeable, attention grabbing, demanding|NO, I would like to finish the survey now.||1027.0|-1035.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1Igxnvk9bQZ6uLe|12|Un collega di lavoro|Braccio|Alla mia scrivania|Stiamo prendendo delle decisioni assieme|Complimentarsi con me e incitarmi a continuare|Yes, that would be okay.|catturare l'attenzione con complicità|938.0|430.0|Contento|confidenziale|YES, show me another video||938.0|-430.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_3g7twLUmXfyg8L4|12|family member|hand|at home|i have told them about how I lost my job and I am crying.|to comfort me and let me know that they are here for me.|Yes, that would be okay.|embracing|1196.0|403.0|comforted.|calming|NO, I would like to finish the survey now.||1196.0|-403.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_8B6tZYwyyQ9FFzr|12|Con mi madre|mi brazo|en casa|estoy nerviosa|intenta relajarme.|Yes, that would be okay.|golpear, presionar, vibrar.|986.0|705.0|agitación, curiosidad, enfocado, importante, confianza.|Excitante, intenso, animado, suave.|NO, I would like to finish the survey now.||986.0|-705.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_0O4RGcj4GsdDcrL|12|Family Member|Arm|Cafe|We are having a conversation, I'm distracted by something, and they're trying to get my attention.|She wants to get my attention, I got lost in thought while we were talking and she was feeling neglected.|Yes, that would be okay.|Tapping Consistent.|999.0|1079.0|I feel like I was woken out of a light sleep, Like I zoned out while chatting and got lost in that thought.|Tender yet provocative to awaken one.|NO, I would like to finish the survey now.||999.0|-1079.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_vOxI0sygi9Z7Cc9|12|A kid|The hand or the leg|Probably in a park|I imagine a kid that wants my attention, possibly someone whom I know and that wants something from me. He is stubborn and will not leave me alone unless I give him what he wants|I imagine he either wants to ask a question or to ask of me to buy him something that caught his attentiont|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Poking, patting, rubbing, slapping. Constant, Regular, Easy, Fast, Light|520.0|539.0|A little annoyed, Curious, Discomfort|Annoying, light, repetitive|NO, I would like to finish the survey now.||520.0|-539.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_pRTzz2FlSYEf8MV|12|A colleague|My shoulder|At work|Having a lunch lunchbreal|Asking me a question about work|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Annoying|368.0|879.0|annoyed|repetitive and unpleasant|NO, I would like to finish the survey now.||368.0|-879.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1DGT5He456PLaNX|12|my partner|Thigh|Sofa|Just both relaxing, maybe watching TV or playing some games|Love and affection. Letting me feel that they are there with me.|Yes, that would be okay.|patting affectionate|1116.0|403.0|Safe, Joy, Love, Close|Lovable, Gentle, Kind, Playfull|YES, show me another video||1116.0|-403.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1HhROi9CqQHbnX8|12|a friend|my hand|at thome|we are watching a movie|they want my attention|No, it would not be okay.|aggressive, pushing, persistent|305.0|351.0|I feel uncomfortable and annoyed|annoying, unpleasant|NO, I would like to finish the survey now.||305.0|-351.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1gjDpGFdoGmulq8|12|my grandma|my forearm|at grandma's house|my grandma touches my arm as a form of attachment|as a form of attachment and love|Yes, that would be okay.|smooth, warm, tapping, patting|1043.0|418.0|affection|calming and comforting|NO, I would like to finish the survey now.||1043.0|-418.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_2qCYH3me2RDhyGD|12|a family member, a child, a good friend, somebody giving comfort/reassuring me|My back or arm|At home|I've gotten some kind of important news, whether it being good or bad|The intenion of the other person is to comfort me and/or embolden me|Yes, that would be okay.|comforting, closeness, reassuring, happy, a burden got lift|984.0|1120.0|I feel belonging, calmness, gratitude and tense in an unfamiliar situation|friendly, inviting and nice|NO, I would like to finish the survey now.||984.0|-1120.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1PcMFddsMo5l49M|12|A romantic partner|My hand|At home on the sofa|We're watching a movie|To make me feel her affection and love|Yes, that would be okay.|Hugging slowly|1130.0|1214.0|Comfortable|Delicate and intimate|NO, I would like to finish the survey now.||1130.0|-1214.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_1pnYXFoHSLtpLbl|12|a colleague|my shoulder|at work|Asking for clarification on the instruction given|Asking for clarification on the instruction given|Yes, that would be okay.|Patting, Soft|1001.0|1013.0|Cautious|Attention Grabbing|NO, I would like to finish the survey now.||1001.0|-1013.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_RK1OnHq8yXlawsp|12|A friend.|Arm or leg or shoulder or back. Wherever really.|Outside sitting on a bench talking with another person.|The person is tapping his palm against my arm.|I would imagine someone would do that to gain my attention.|Yes, that would be okay.|Tapping against the arm.|1015.0|1212.0|distracted.|getting my attention.|YES, show me another video||1015.0|-1212.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
R_2axRIPqccerXrFf|12|grandparent|hand|home|my grandparent is comforting me|my grandparent is comforting me|Yes, that would be okay.|comforting, fast, irregular|993.0|738.0|loved|comforting|YES, show me another video||993.0|-738.0|vertical hand|hand|vertical|18|strong|hand vertical 18 strong
