ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_A5nvUOtOfTrM5dT|18|A friend|My lower arm|At work|My coworker is touching my arm in that manner|To demonstrate how something feels|Yes, that would be okay.|Rubbing and friction|748.0|1206.0|I feel curious|Confident|YES, show me another video||748.0|-1206.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_2f85TGu0S3GxH6t|18|My boyfriend|hand|at home|he touches me|to focus me on something|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|its okay, funny|1050.0|406.0|funny|acceptable|YES, show me another video||1050.0|-406.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_28GxGerQJIriysE|18|family member|arm|in a room|someone is tapping me vigorously|to get my attention possibly|Yes, that would be okay.|rubbing|283.0|311.0|annoyed|annoying and alarming|YES, show me another video||283.0|-311.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_3pa2cwJrTm23zCF|18|stranger|hand|at a cafe|he is touching me to communicate with me|he wants to talk to me|No, it would not be okay.|dry, pressing, strong|402.0|218.0|angry, stressed|irritating, unpleasant|YES, show me another video||402.0|-218.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_2P8cJEPoTBJaKPG|18|My boyfriend|Thigh|At his house|We are watching Tv|To get my attention|Yes, that would be okay.|warm|1206.0|698.0|Affectionate|Pleasant|NO, I would like to finish the survey now.||1206.0|-698.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_12mRazF6RgoIYjZ|18|romantic partner|hand|at home|maybe sharing some delicate information|maybe that person could be comforting me for something bad that happened|Yes, that would be okay.|embracing, hugging, stroking, consistent, warm|773.0|1031.0|affection, compassion, important, safe, vulnerable|comforting, uplifting, tender, warm|NO, I would like to finish the survey now.||773.0|-1031.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_3hgPVsDV3ATmNir|18|Girlfriend|Thigh|Home|Watching television, or a film|Teasing|Yes, that would be okay.|Soft, caressing|1047.0|1116.0|Relaxed|Appealing, soothing|NO, I would like to finish the survey now.||1047.0|-1116.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_Zqnu3Uunhgcrr1L|18|A friend|Shoulder|In class|Teacher is explaining a class while my friend touches my shoulder|Entertaining|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Aggressive|438.0|297.0|Entertained|Distracting|NO, I would like to finish the survey now.||438.0|-297.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_YQelgt7shh68oEN|18|My professional psychological therapist|My neck - but gently|At home - living room|We are having our regular sitting with pain releave|The person tries to connect intimate touch - but not in sexual way - for psychological purpose|Yes, that would be okay.|The touch is poking, healing but warm|1013.0|256.0|I feel relaxed|The touch is purposeful|NO, I would like to finish the survey now.||1013.0|-256.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_2RVUVpoSA57zxtL|18|my girlfriend|my arm|at home|my arm is being repeatedly swiped across a small area with a finger.|to possibly get attention.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Pressing, swiping, firm|553.0|551.0|Indifference, Confused, slightly irritable|annoying, distracting|NO, I would like to finish the survey now.||553.0|-551.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_3isgPNxgWeUlFPS|18|My girlfriend|My cheek|In my living room|We are watching a TV Show and talking about it, having fun|To cuddle and laugh|Yes, that would be okay.|I'd describe it as dense|1243.0|696.0|Goofy|Comforting|NO, I would like to finish the survey now.||1243.0|-696.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_31NKnvRTAb7TvK1|18|a romantic partner|my thigh|at home|watching tv|just to annoy me a little|Yes, that would be okay.|Friction Patting  Stroking Rubbing FirmWarm|1147.0|610.0|Joy Happiness|Bonding Calming|YES, show me another video||1147.0|-610.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_1JDQbJB2X8pVJcA|18|a professional doctor|your head|doctors office|checking for pain|medical care|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|vigorous, thorough, rubbing, pressure|341.0|405.0|nothing|necessary|NO, I would like to finish the survey now.||341.0|-405.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_2e5tEFWT0AiVwZd|18|My husband|My head|At home|"Watching TV, while my husband ""pets me"" in the head"|To calm myself and touching my hair/head is very relaxing|Yes, that would be okay.|Patting, smooth|1226.0|711.0|I feel affection and calm|The touch is comforting, relaxing|NO, I would like to finish the survey now.||1226.0|-711.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_1MYAIJeBYf5gGIZ|18|my wife|my hand|at home|we are watching tv|to get my attention|Yes, that would be okay.|rubbing, tickling, soft,warm|910.0|494.0|hapiness, curiosity,surprise, wonder, affection|pleasant, tender, friendly, gentle|NO, I would like to finish the survey now.||910.0|-494.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
R_1f9sEumOBstD3KY|18|child|my leg.|in the kitchen.|hi is trying to get my attention|he wants something that he knows he is not suppose to eat.|Yes, that would be okay.|he is sctraching and cousing a burn sensation and abbratiion.|678.0|670.0|this makes me feel annoyed and pestered.|the touch is just to annoy for the sake of getting attention.|NO, I would like to finish the survey now.||678.0|-670.0|horizontal finger|finger|horizontal|18|strong|finger horizontal 18 strong
