ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_3n26Zy4Wok3Y9sV|6|My girl friend|my shoulder|the public|she wants my attention|to get my atttention|Yes, that would be okay.|poking,|1039.0|706.0|attentive|intriguing|NO, I would like to finish the survey now.||1039.0|-706.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_1dK9NbB3bH9e9de|6|family member|hands|bedroom|we are seated next to each others|affection|Yes, that would be okay.|rythmic and tiring|970.0|804.0|relaxed|noticeable|NO, I would like to finish the survey now.||970.0|-804.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_3hgPVsDV3ATmNir|6|A friend|Shoulder|Coffee shop|I am with several friends in conversation|To grab my attention|Yes, that would be okay.|Repetitive poking|631.0|700.0|Awareness, attention|Distracting|YES, show me another video||631.0|-700.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_24vBRkUgWfaqAb1|6|a colleague|arm|office|i feel annoying|call me or attract attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|compressing and rough|513.0|481.0|grumpy and annoyed|this type of touch in aggressive|YES, show me another video||513.0|-481.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_2pW5RnGKbeaCV4S|6|A professional (teacher)|My shoulder|At school|The teacher is tapping my shoulder impatiently|The teacher is trying to get my attention|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Pointy, tense, rough|377.0|280.0|Agitation, offended|Aggressive, distressing|NO, I would like to finish the survey now.||377.0|-280.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_28FFxcxm0YDcSBA|6|A friend|My arm.|At my home.|Probably my friend is just trying to annoy me and catch my attention.|It is exactly to catch my attention and try to annoy me. Maybe my friend is trying to convince me to play a game or watch something with him, and he is going to continue touching me until I agree to do that.|Yes, that would be okay.|Persistent.|788.0|642.0|Annoyed.|Annoying.|YES, show me another video||788.0|-642.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_3h4QXAlmgTjSAfj|6|My mother|My forearm|At home|I am in my bed fast asleep|They are trying to get me to wake up|Yes, that would be okay.|Strong patting|1001.0|1111.0|Frightened, because of initially being awoken from my sleep|Attention grabbing|YES, show me another video||1001.0|-1111.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_e2rRlNtSnYSrcmR|6|A friend|My thigh|At home|We are watching a movie|They are trying to get my attention|Yes, that would be okay.|Poking|1198.0|1202.0|Curiousity|Attention grabbing|YES, show me another video||1198.0|-1202.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_2WHHPUXIltJbaF1|6|A child|My arm|at home|cold fingers touching me|A feeling|Yes, that would be okay.|Tapping|1071.0|1180.0|Peacefull|Pleasant|YES, show me another video||1071.0|-1180.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_1PaQHSxM7ZF7CWY|6|Child|Arm|At home|I’m cooking and child is asking me to get something.|Child trying to get my attention and make me do something they want.|Yes, that would be okay.|Annoying|441.0|991.0|Frustrated|Irritating.|YES, show me another video||441.0|-991.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
R_2AHyU4N6qrYqUgB|6|A stranger|on my shoulder|In the street|The stranger is touching my shoulder repeatedly.|They are trying to get my attention to later ask/tell me something.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Patting, Pressing, Tapping, Bumpy, Localized, Persistent, Solid|559.0|775.0|I feel slightly confused and surprised, maybe even offended too.|The touch is distracting, unsettling, invasive|YES, show me another video||559.0|-775.0|vertical finger|finger|vertical|18|strong|finger vertical 18 strong
