ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_24vBRkUgWfaqAb1|15|fiancee|my shoulder|on the sofa|cuddling|the make something lovable and relaxing|Yes, that would be okay.|scrutching kindly|1206.0|212.0|loved|the touch is wonderfull|YES, show me another video||1206.0|-212.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_3mauw9A8PdFKRNI|15|Girlfriend|My arm|Home.|The person is showing affection by touching my arm.|The person is trying to show affection by touching my arm, or gain my attention.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Warm, intense, pleasurable|984.0|1111.0|Grateful, happy, relaxed|Warm, a bit uncomfortable but seems well intended i hope.|YES, show me another video||984.0|-1111.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_1QFLEuQ0fMV9rSa|15|girlfriend|my hand|at a cafe|she is trying to get more attention and be sweet|to get attention|Yes, that would be okay.|Fluttering, Slow, Smooth, Soft, sweet|1202.0|337.0|Joy, love, romance|erotic|NO, I would like to finish the survey now.|interesting study|1202.0|-337.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_3jUy50Tfgk6UsDF|15|my sister|my arm|at home|she's trying to calm me down, because i'm upset.|She has good intentions|Yes, that would be okay.|soft and gentle|1206.0|997.0|I feel calm, and safe|comforting|NO, I would like to finish the survey now.||1206.0|-997.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_2pW5RnGKbeaCV4S|15|An acquaintance|My arm|At work|The person is trying to feel the texture of my skin.|They want to see if my skin feels dry.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Light and consistent friction|460.0|539.0|Violated, worry, surprised|Distressing, Uncomfortable|YES, show me another video||460.0|-539.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_2Yt6t2IhCw8dq4y|15|My sister|My arm|My sisters house|Im visiting my sister|To be playful|Yes, that would be okay.|Tickling|873.0|900.0|Calm|Vague|YES, show me another video||873.0|-900.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_2QSqnGp5lK7f3ug|15|My girlfriend|My forearm|In the living room|We're watching a movie and cuddling|To show affection|Yes, that would be okay.|Smooth and soft|1148.0|1150.0|I feel calm and loved|Delicate, gentle and warm|NO, I would like to finish the survey now.||1148.0|-1150.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_28FFxcxm0YDcSBA|15|Friend|Forearm|At a café.|My friend is trying to be cute.|My friend is trying to be cute, but I would prefer slower movements.|Yes, that would be okay.|Fluid|750.0|598.0|Agitation|TOO fast for me.|NO, I would like to finish the survey now.||750.0|-598.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_2w6T6hofEHDI0hj|15|My boyfriend|My leg|In the movies|We are watching a movie togerher and he is rubbing my leg showing affection.|To show affection and love|Yes, that would be okay.|Kind of awkard, but could show affection and love|950.0|885.0|It would make me feel apreciated and loved|With a good intention|YES, show me another video||950.0|-885.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
R_3PKXN3PJTP35AYu|15|a romantic partner|my hand|at home on the sofa|We are talking about something important for both of us.|Show closeness and complicity|Yes, that would be okay.|Localized, sweety|1170.0|541.0|I feel love|The touch is sensual|NO, I would like to finish the survey now.||1170.0|-541.0|horizontal finger|finger|horizontal|9|light|finger horizontal 9 light
