ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_3DclYoSOtrmmyry|9|Girlfriend|My arm|at home in the couch|Watching tv and cuddling|intimacy|Yes, that would be okay.|gentle patting|837.0|581.0|Affection|Comforting|NO, I would like to finish the survey now.||837.0|-581.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_2CQFe6YCev3rnOy|9|un'amica|braccio|a casa di questa mia amica|tocco del braccio da parte della mia amica in modo amichevole e divertente|semplicemente avere qualcosa da fare durante una conversazione|Yes, that would be okay.|picchiettare confortevole|1047.0|704.0|empatia|pulito|NO, I would like to finish the survey now.||1047.0|-704.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_6u4TlFE7hSCfZ2F|9|good friend|my thigh|at my place (home), in my living room|My friend wants to draw my attention to be sure I'm listening carefully to what they want to say now|They want to tell me something they consider as important information, so they touch me to make sure I'll be listening carefully after they drawn my attention|Yes, that would be okay.|a little bit stiff, dry but persistent|984.0|1044.0|i feel neutrally surprised, as physical touch between my close friends does not make me feel uncomfortable, however this touch seem a little bit dry and cold, I would prefer more affectionate touch|noticeable, steady|NO, I would like to finish the survey now.||984.0|-1044.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_2D0mCzS4HVGk3pq|9|a family member|my hand|at home|someone is touching my hand with his palm|to caml down or relax everything will be fine|Yes, that would be okay.|soft,light,patting|1140.0|315.0|comfortable, relief|relaxing, pleasant|NO, I would like to finish the survey now.||1140.0|-315.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_3p5qcIaz70sh7FF|9|boyfriend|legs|in my house|my boyfriend is nervous|to calm him down|Yes, that would be okay.|warm, rapid|626.0|655.0|preoccupied|Alarming|NO, I would like to finish the survey now.||626.0|-655.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_ypxWwYivzTz68Jr|9|A friend|My back|At a cafe|I tripped and felt injuring my leg|To distract me from the pain and calm me down|Yes, that would be okay.|Tapping, warm, soft, rhythmic|168.0|1015.0|Calmness, relief, trust|Calming, comforting, soothing, warm|NO, I would like to finish the survey now.||168.0|-1015.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_2VRf5FZVUnzOShy|9|a child|hand|anywhere|the child is trying to catch my attention|he is trying to talk to me|Yes, that would be okay.|fluttering, feathery|727.0|964.0|curiosity|confident, distressing|NO, I would like to finish the survey now.||727.0|-964.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_2zThYFFvuRTcDz4|9|a friend|my back|in school|i'm telling them a story and they|they're trying to comfort me|Yes, that would be okay.|it's sweet, not too much|978.0|966.0|i feel kinda anxious|calming|YES, show me another video||978.0|-966.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_2SAF2fV5arSbcMy|9|An acquaintance|My shoulder|In the street|The acquaintance is telling me a bad news.|The person is touching me in this way to try to comfort me.|Yes, that would be okay.|Comforting  but distant|930.0|1164.0|Conforted and connected to the other person|Comforting and Gentle|YES, show me another video||930.0|-1164.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_dhDfUMhFweRbSVz|9|Boyfriend|Hand|A restaurant|We are waiting for our meal at a table and my boyfriend starts tapping my hand|Filling a silence, joking around|Yes, that would be okay.|Tapping, gentle|918.0|853.0|Comforted|Unremarkable, playful|NO, I would like to finish the survey now.||918.0|-853.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_2rj7ra43fj0Rvhz|9|A colleague|Hand|Work|We are chatting|To make me feel special|Yes, that would be okay.|Embracing, warm|1051.0|295.0|Affection|Delicate|NO, I would like to finish the survey now.||1051.0|-295.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_3lQ5yWOh9MvZA40|9|My husband|My face|At home|We are watching tv|To show his love|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Melting and warm|1126.0|680.0|I feel affection and safe|The touch is warm , confident and enjoyable|YES, show me another video||1126.0|-680.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
R_1ojY82athat66zP|9|A friend|My shoulder|At a coffee shop|I am telling them about something that is occurring in my life at present|They are trying to comfort me and let me know they are there for me|Yes, that would be okay.|Gentle Tapping/ Patting|1015.0|1015.0|Comforted and reassured|gentle and calming|YES, show me another video||1015.0|-1015.0|vertical hand|hand|vertical|9|light|hand vertical 9 light
