ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_1FmOctwq6Kdbth2|21|a child|my hand exactly like this video|i am at home in the living are sitting on a sofa|this feeling is touchy and weird|the baby may touch me because he is bored and like to toch me even on my leg|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|tickling and not embracing and not warm|710.0|999.0|i feel bored really|this touch is  unsetting|NO, I would like to finish the survey now.|oky|710.0|-999.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_87WY0iwcFj9WRRT|21|romantic partner|lower back|at home|we're watching tv|to show affection|Yes, that would be okay.|Rubbing gently|882.0|605.0|i feel acceptance.|This touch is calming|YES, show me another video||882.0|-605.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_1DppOTbdWbRUsai|21|My mom|Forearm|Dinner table|Rubbing my forearm|Comforting me.|Yes, that would be okay.|Soft, rubbing|715.0|1164.0|Kind of annoyed|Nice, gentle,|NO, I would like to finish the survey now.||715.0|-1164.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_1LniBux9kh2qQf5|21|I'm with my best friend|My arm|In a square|I'm opening about a serious problem that i have with my best friend|To assure me that she is with me in every problem and every situation i encounter in my life|Yes, that would be okay.|It's made to relief the other person but at the sime time it's somewhat cold|882.0|791.0|I feel safe|A bit cold, but sincere|NO, I would like to finish the survey now.||882.0|-791.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_3oAqysU6jFZNeMZ|21|My romantic partner|My back|Home|We're meeting at home after bad and stresful day at work|Making me feel better, showing me their support and love|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Embracing, patting, hugging, warm, smooth|1014.0|1228.0|Feel me feel loved, at ease, relaxed|Gentle, warm, pleasant|NO, I would like to finish the survey now.||1014.0|-1228.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_2QopXRTJ61MhbYr|21|I'm with my partner|My partner touches my back, my face, my lips, my legs, my hands and my head.|I'm in our bedroom with my partner|I'm on the computer and shes in the kitchen|The intention is pure, good intentions makes me calm. The reason for her touching me this way is to make me feel safe calm.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Buzzing,Friction and Vibrating|1158.0|420.0|With the touch I feel Calmness, Celebratory, Comfortable, Connection, Excitement and Horny|Attention Grabbing and Calming|NO, I would like to finish the survey now.||1158.0|-420.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_cIwZ2GT9Cp0vkpX|21|A coworker|My shoulder|At my office|My coworker is comforting me after a more emotional appointment with a patient|To calm me down|Yes, that would be okay.|calming soothing|1204.0|390.0|I feel at ease, less distressed than before the touch|comforting gentle reassuring soothing|YES, show me another video||1204.0|-390.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_8qTaGUXnuMKAtSV|21|My partner|My legs|In the couch|We are watching some tv on the couch|He is touching my legs to be affectionate|Yes, that would be okay.|Pstroking, Tapping. Warm movements|1176.0|218.0|I feel very happy because i can sense the affection coming from my partner|affectionate, intimate|NO, I would like to finish the survey now.||1176.0|-218.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_2BljfkLdWosAbun|21|a romantic partner|my chest|in a tent in mountains|we gaze upon an amazing view drenched in moonlight|showing their love/ affection|Yes, that would be okay.|comforting, pleasant, cozy, fluid, smooth, soft|1218.0|268.0|adoration, affection, relief, romance, desire|blissful, bonding, desirable, warm, intimate|NO, I would like to finish the survey now.||1218.0|-268.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
R_1FtcGZsKXzH54el|21|A work colleague|Forearm|In a meeting|My colleague is trying to reassure me when stressed|Reassurance, you’re doing a good job|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|The person is stroking the recipients forearm in a back and forth gentle manner|1044.0|1129.0|It brings closeness, and reassurance|Intended to provide comfort|NO, I would like to finish the survey now.||1044.0|-1129.0|horizontal hand|hand|horizontal|9|light|hand horizontal 9 light
