ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_ahl28seDyUueROx|2|A friend|My arm or my leg, probably not the face or head. Could be on the body (chest, back) too|At home or at my friend's place|We are just chilling and catching up with some snacks and drinks, discussing each other's news etc|This was a random touch with not much purpose or intention to it, it just happened.|Yes, that would be okay.|It's a firm pressing against the skin, possibly not too soft but nothing painful since it's very precise using just the tip of a finger to exert pressure.|1013.0|290.0|Probably some boredom and amusement, very low level irritation at this random touch|The touch is friendly and gentle.|NO, I would like to finish the survey now.||1013.0|-290.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_zVcK3YA6V96GMeJ|2|Partner|My arm|On a train|I’m on a train with my partner going to the city to shop|My partner is showing me affection by touching me this way|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Squeezing, smooth, warm, soft, fleshy, tense, grabbing|973.0|719.0|I feel happy, excited, warm, affectionate, love, trust, vulnerable, calm, connected|Soothing, warm, loving, caring, relaxing, bonding, reassuring|YES, show me another video||973.0|-719.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_2VRf5FZVUnzOShy|2|husband|arm|sitting at the table|he is trying to have my attention|he wants to show/tell me something|Yes, that would be okay.|soft pressing|752.0|543.0|sympathy, surprised, curiosity|confident, meaningful|YES, show me another video||752.0|-543.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_2cvhWN7CFMeHhtS|2|a friend|on my arm|in a public place, with noise maybe in a mall so the voice would not be enough to call my attention|my friend wants to draw my attention to something he saw for sale in a store|get my attention|Yes, that would be okay.|fast, calm, respectful, slow, tapping|1136.0|1029.0|focused, maybe even a little nervous if you weren't expecting|calming, intimate|YES, show me another video||1136.0|-1029.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_2QQlszS8e0dQRwc|2|friend|hand|home|friend touches my arm|he wants to check my muscles and body fat|Yes, that would be okay.|rhythmic compression|551.0|825.0|feel discomfort|unpleasant|YES, show me another video||551.0|-825.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_3dSVZMyECglc4Hs|2|Girlfriend|My cheek|In my room|Nothing|Propably to show me funny Tiktok|Yes, that would be okay.|Poking|698.0|363.0|I feel suprised|The touch is soft|NO, I would like to finish the survey now.||698.0|-363.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_22rye2mrpgz3SPJ|2|a romantic partner|my thigh|in the lounge on the couch|i am getting touched in a specific way, trying to receive my attention|The person is trying to get my attention to ask me something|Yes, that would be okay.|Gently tapping|1152.0|811.0|attentive and aroused|curious|NO, I would like to finish the survey now.||1152.0|-811.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1T6VcYU7xHzHuwh|2|Child|Leg|At home|Sitting on sofa with young daughter|She wants something, needs my attention or playing around|Yes, that would be okay.|Poking, touch, tapping|1210.0|1210.0|Loving, happy, needed|Comforting|YES, show me another video||1210.0|-1210.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1hRKfXK0zUcjWqA|2|A doctor|My leg|In his office|He is examining my leg|To provide medical help|Yes, that would be okay.|freezing, tapping, tickling, irregular, mechanical, pointy|956.0|1101.0|discomfort, focused, nervous, stress, tense, worry|clean, gentle, noticeable, purposeful|NO, I would like to finish the survey now.||956.0|-1101.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1PTNnnOEapLH1kW|2|a professional|My arm|A doctor's examination room|They are applying pressure on my arm using their finger|They are performing a diagnosis or examination|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Pressing|696.0|1125.0|Focused|Purposeful|YES, show me another video||696.0|-1125.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_3lQ5yWOh9MvZA40|2|My friend|My hand|Aat caffe|She want me to show something|To make me see something in the bar|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Curious|1015.0|724.0|Curiosity|Meaningful|YES, show me another video||1015.0|-724.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_b7zl1hR1n445WUN|2|A friend|Shoulder|In school|Friend tapping my shoulder|Get my attention|Yes, that would be okay.|Smooth, Soft|1156.0|401.0|Trust, comfort, happiness|Clean, comforting, purposeful|YES, show me another video||1156.0|-401.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_2EEnIod3zpfi1Ua|2|my cat|my arm|at home|my cat is pressing on my arm before she climbs on me|they want my attention before they climb on me to cuddle|Yes, that would be okay.|annoying, ticklish, persistent|549.0|646.0|Happy because I like when they cuddle but also annoyed because the feeling of the touch is not pleasant as there are usually come claws|warm yet annoying|YES, show me another video||549.0|-646.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_2dYofj96jhop6NQ|2|with my girlfriend|my forearm|at home|she is bothering me|she is bothering me|Yes, that would be okay.|Pricking|541.0|926.0|agitation|annoying|YES, show me another video||541.0|-926.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_DGnVytlTFYi4gx3|2|a colleague or a friend|an arm or a leg|in class|My friend or colleague I sit with wants to ask me something.|They want to get the answer for their question but I could not hear them asking so they want to catch my attention.|Yes, that would be okay.|Irregular, strong, consistent tapping or pressing.|702.0|896.0|I would feel a little frustrated and even surprised but I would be indifferent|distracting, friendly, irritating|YES, show me another video||702.0|-896.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_3imLHvBtATz3k0D|2|Stranger|Thigh|In the street|The stranger is interested in me|To initiate physical contact and to become closer with on another|Yes, that would be okay.|Stroking, sweeping, tapping, persistent, soft|1243.0|167.0|Affection, belonging, comfortable, connection, happiness, horny, love|Arousing, attention grabbing, blissful, bonding, erotic, exciting, sexy, sensual|YES, show me another video||1243.0|-167.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1g1khHhVW1jNnow|2|Mum|Shoulder|Home|She’s upset with me|To warn me|No, it would not be okay.|Stern|405.0|1016.0|Worried|Abrasive|NO, I would like to finish the survey now.||405.0|-1016.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_O1qz1BsNK102Ix3|2|My crush|My chest|In my house's sofa.|Watching a movie while she starts to get bored from the movie and starts pressing my chest.|To get my attention because she isn't enjoying the movie.|Yes, that would be okay.|Poking, Squeezing, Stinging|756.0|399.0|Excitement, Focused, Happiness, Horny, Important, Love, Nervous, Surprised|Attention Grabbing, Bonding, Enjoyable, Erotic, Exciting, Friendly, Pleasant, Sensual, Sexy, Tentative.|YES, show me another video||756.0|-399.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1i24NIVzVkPN56P|2|A CHILD|THE ARM|AT HOME|TAPPING A PERSON'S ARM|TO LOOK FOR A PERSON'S PULSE|Yes, that would be okay.|PATTING,STROKING|674.0|244.0|VERY HAPPY|EXCITING|YES, show me another video||674.0|-244.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1KcZ0ChS57FxaI3|2|With a stranger|My hand or my arm|On public transportation, in the street or at work|Person touches me with his finger to make me attentive|The person wants to touch me because they want my attention, maybe they want to talk or ask something.|No, it would not be okay.|Soft poking|539.0|811.0|Stressed and uncomfortable|Alarming and annoying|YES, show me another video||539.0|-811.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_RK1OnHq8yXlawsp|2|A toddler.|Arm.|Leaning of the toddler's bed.|The toddler is poking at my skin.|No intention, the toddler is curious and just exploring.|Yes, that would be okay.|Cute.|1194.0|1045.0|I feel amused.|The touch is friendly.|YES, show me another video||1194.0|-1045.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_qVdYstPUeEdJR7j|2|A stranger|my shoulder|in a grocery store|it's in the moring, store is not crowded|They want me to help them getting some products form higher shelf|Yes, that would be okay.|It would be a firm patting,|703.0|570.0|I feel surprised|Delicate and unexpected|NO, I would like to finish the survey now.||703.0|-570.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_3HiWQmqbPJBJhFa|2|with my partner|my hand|at home, in our living room|my partner is touching my hand to attract my attention|she wants to focus my attention on what she is holding in her hand|Yes, that would be okay.|Hugging, rubbing, tickling, vibrating, pleasing, nice, gentle, light, soft, smooth, warm|1119.0|986.0|I feel love, joy and romance.|The touch is friendly, meaningful, calming, bonding.|YES, show me another video||1119.0|-986.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_3kHtzD99Ecv4Vm6|2|my significant other|my back|we are at home|we are walking around the house|he is just being playful|Yes, that would be okay.|this is a poking and a pounding touch|777.0|498.0|i feel surprised  and defensiveness|the touch is intriguing and purposeful|NO, I would like to finish the survey now.||777.0|-498.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_12qXdclJG3RLHgz|2|I'm with my two coworkers.|My right arm.|I'm at the project's office in a construction site.|I'm talking with my coworkers in a light manner, joking and with a good disposition.|The intention is to show proximity and friendship.|Yes, that would be okay.|Soft, simple, non-invasive.|838.0|820.0|Comfortable, connection, happiness.|The touch is calming, friendly and pleasant.|YES, show me another video||838.0|-820.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_27iXjR8oSKGQX1Z|2|My girlfriend|Stomach|At the bus|She is being playful|Provoking and causing a reaction|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|It’s provoking but still affectionate|799.0|596.0|Suprised and happy|Attention Grabbing|NO, I would like to finish the survey now.||799.0|-596.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_AMukCuXXrYgFoM9|2|therapist|shoulders|in their studio for a treatment|I'm receiving a therapeutic massage by a professional|to relief my backpain|Yes, that would be okay.|pushing, compressing, intense, warm|758.0|1176.0|uncomfortable, relief|confident, intense, vivid|YES, show me another video||758.0|-1176.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1d6L4sVloOM1OWr|2|My wife|My neck|On the couch|We are laughing at each other|She wants to make me feel better.|Yes, that would be okay.|Catching, Pressing, Rigid, Intense, Warm, Weak, Tickling|1095.0|250.0|I feel Peacefulness, Admiration, Adoration, Amusement.|The touch is Attention Grabbing, Enjoyable and Gentle.|NO, I would like to finish the survey now.||1095.0|-250.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_sSjeNXTynWUNOCd|2|My grandmother|my face|in my grandmother house|She is telling me some advices for me to follow in my life|To hit your feelings. As a person is touching your body, you feel a more intimate relationship and take that advice straight to your heart.|Yes, that would be okay.|Tough, Strong, Warm, Intimate, Deep, Intense.|1139.0|1160.0|This touch make me feel confident about some type of problems that are making me depressed. I feel safe, comfortable and sort of happy to feel that i have a strong energy on my side.|"This touch is pleasant, is an attention grabbing touch that screams ""i am by your side"". Very relaxing, gentle and uplifting."|NO, I would like to finish the survey now.||1139.0|-1160.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_1CKIsG6jLX6AEAi|2|a therapist|my back|doctors office|going for a check up|to check how swollen i am|Yes, that would be okay.|pressing ,fleshy|1033.0|1220.0|comfortable|calming|YES, show me another video||1033.0|-1220.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_2VPyUxgxWRANSFf|2|AMICO|Braccio|a casa|mi tocca il braccio|stuzzicare|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|comprimere in modo fastidioso|694.0|865.0|fastidio|fastidioso|YES, show me another video||694.0|-865.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
R_UWlEEw10yHQQyKl|2|a client|my shoulder|at the coffee shop where I work|I am attending some other clients' requests and then, a third client comes an tries to catch my attention by touching me|to catch my attention in order to order something else|No, it would not be okay.|I think that that touch would be rough and pushing for me. I would feel tense if someone touched me in that context.|486.0|527.0|I feel like someone is entering my personal space even if it's not harming me. In this context that I thought about, I would feel tense and uncomfortable with someone touching me no matter how.|The touch is unpleasant and demanding.|YES, show me another video||486.0|-527.0|vertical finger|finger|vertical|3|strong|finger vertical 3 strong
