Word,Total_Freq,var,video_1,video_2,video_3,video_4,video_5,video_6,video_7,video_8,video_9,video_10,video_11,video_12,video_13,video_14,video_15,video_16,video_17,video_18,video_19,video_20,video_21,video_22,video_23,video_24,videos_3_11_7_19_17_23_9_1_21_5_13_15,videos_16_22_14_12_4_2_10_8_24_6_18_20,videos_16_14_3_4_2_17_6_18_1_5_13_15,videos_22_11_12_7_19_10_8_24_23_9_20_21,videos_16_22_14_19_17_24_18_23_20_21_13_15,videos_3_11_12_7_4_2_10_8_6_9_1_5,videos_14_7_19_2_8_20_1_13,videos_16_22_3_4_10_9_21_15,videos_11_12_17_24_6_18_23_5
shoulder,402,Betabinom_Hellinger,0.7490658704490754,-0.2319192832608783,0.6149787808317564,0.535619679372814,0.6412095313763541,0.6069404681050276,0.6017668769345824,0.6289519279583469,0.7062860715266476,0.8034951475291957,0.753819856456809,0.7030231886998032,-0.8266226313292415,-0.8561333457052654,-0.8598913931647337,-0.9636384066320104,-0.9482606919036742,-0.6680526387521385,-0.7189473448761031,-0.5417452104255659,-0.4812612620069496,-0.1872399694078843,0.1842879735868242,-0.3918309548387059,0.2718006942306169,-0.2687199257005098,-0.9113404875322348,0.9105827191575824,-0.9999999919116456,0.9999999866947824,-0.5063146620249293,0.1067652405516537,0.4497823887167729
feel,3,Betabinom_Hellinger,0.7116864734572711,0.3289257160294674,0.33182817481847,0.3397183208367803,0.3241525810888122,0.3308573902164251,0.3139163088090201,0.3447679012070975,0.3328023077005735,0.3427366590599025,0.3241525810888122,0.3377245695536572,0.3175981965698343,0.3328023077005735,0.33182817481847,0.3157516530882007,0.326052400055606,0.326052400055606,0.3377245695536572,0.5548310136983383,0.3084753679800236,0.3279647534223228,0.33182817481847,0.326052400055606,0.1481404523805771,-0.1462165924416746,0.1613953286707604,-0.1609947276915887,-0.1871331613077607,0.1843334322944755,0.6271427957799623,-0.2531866207132023,-0.2546939316872264
nose,7,Betabinom_Hellinger,0.6331292570361271,0.4701523530204504,0.4737092715486281,0.4833435525651383,0.4642876572730621,0.2447786795748869,0.2224680943464854,0.263578131119269,0.2473838423180139,0.2608100886431067,0.2358628311046318,0.254012216931773,0.2272534329198832,0.2473838423180139,0.2460780029961505,0.224848673304886,0.2383785144367259,0.2383785144367259,0.254012216931773,0.2371175338840847,0.2154702121986016,0.4689731645483052,0.2460780029961505,0.2383785144367259,0.097314476394092,-0.0960806330410288,0.5720497845528121,-0.5709274448571064,-0.5989450271013383,0.5918542219905997,0.224871884879484,0.2221979435727825,-0.2714728056537015
place,2,Betabinom_Hellinger,0.5895602184843975,0.3575752217435916,0.3600947646046201,0.3669368400836937,0.3534285866121355,0.359252214896179,0.3445216372763579,0.3713104157725992,0.3609400593359503,0.3695515829844765,0.3534285866121355,0.3652088866184905,0.5797641506515843,0.3609400593359503,0.3600947646046201,0.3461201281445933,0.3550795308200997,0.3550795308200997,0.3652088866184905,0.3542527931451879,0.3397788163044498,0.3567407154554617,0.3600947646046201,0.3550795308200997,0.3606785582094125,-0.356212572312355,0.3699284164256083,-0.3690460183041019,-0.0203207508006679,0.020032527847675,0.5188455942348859,-0.155786507719016,-0.1570357064962235
crown,2,Betabinom_Hellinger,0.5895602184843975,0.3575752217435916,0.3600947646046201,0.3669368400836937,0.583747121332128,0.359252214896179,0.3445216372763579,0.3713104157725992,0.3609400593359503,0.3695515829844765,0.3534285866121355,0.3652088866184905,0.3477277007577249,0.3609400593359503,0.3600947646046201,0.3461201281445933,0.3550795308200997,0.3550795308200997,0.3652088866184905,0.3542527931451879,0.3397788163044498,0.3567407154554617,0.3600947646046201,0.3550795308200997,0.3606785582094125,-0.356212572312355,0.3699284164256083,-0.3690460183041019,-0.3914549210435961,0.3857856629796691,0.2206986507973782,-0.155786507719016,0.2176504234608533
chair,2,Betabinom_Hellinger,0.5895602184843975,0.3575752217435916,0.3600947646046201,0.3669368400836937,0.3534285866121355,0.359252214896179,0.3445216372763579,0.3713104157725992,0.3609400593359503,0.3695515829844765,0.3534285866121355,0.3652088866184905,0.3477277007577249,0.3609400593359503,0.3600947646046201,0.3461201281445933,0.3550795308200997,0.3550795308200997,0.3652088866184905,0.5843216939482204,0.3397788163044498,0.3567407154554617,0.3600947646046201,0.3550795308200997,-0.0167873807589287,0.0165901834713648,-0.0032416169290096,0.0032341935333964,-0.0203207508006679,0.020032527847675,0.5188455942348859,-0.155786507719016,-0.1570357064962235
foot,11,Betabinom_Hellinger,0.5730808296789194,0.1827717617110576,0.1867673685908629,0.1980144339774624,0.3949510340576124,0.4055460150200242,0.1635806062018349,0.4274393815919127,0.1881263322321481,0.2024517853417448,0.1763864292462073,0.1951225475712972,0.1680355081290581,0.408614387462092,0.1867673685908629,0.5488271836939331,0.1788991228228064,0.3979557929727533,0.1951225475712972,0.396451219033527,0.3700826057348879,0.1814671478178884,0.1867673685908629,0.1788991228228064,-0.3245335247637982,0.3208163325083407,0.474484565002703,-0.4734968158326181,0.0651266548840676,-0.0641216703143531,0.30600828150715,-0.1041301795077619,-0.1059212531701455
like,11,Betabinom_Hellinger,0.5730808296789194,0.1827717617110576,0.1867673685908629,0.1980144339774624,0.1763864292462073,0.185421921734559,0.5463276119228241,0.2054762343482977,0.1881263322321481,0.2024517853417448,0.3949510340576124,0.1951225475712972,0.3845692644395032,0.1881263322321481,0.4070778477254649,0.1657787369122551,0.1788991228228064,0.3979557929727533,0.4163694757644353,0.177635828616983,0.3700826057348879,0.4009782782264454,0.1867673685908629,0.1788991228228064,0.6262192114356148,-0.6203305695537509,-0.1056729752615099,0.1054242213446748,0.0651266548840676,-0.0641216703143531,0.4649909072949958,-0.1041301795077619,-0.2925462655217822
penis,3,Betabinom_Hellinger,0.5614004205541022,0.3289257160294674,0.33182817481847,0.3397183208367803,0.3241525810888122,0.3308573902164251,0.3139163088090201,0.3447679012070975,0.3328023077005735,0.3427366590599025,0.3241525810888122,0.3377245695536572,0.5491154583408249,0.3328023077005735,0.33182817481847,0.3157516530882007,0.326052400055606,0.326052400055606,0.3377245695536572,0.3251009405351179,0.3084753679800236,0.3279647534223228,0.559926967682138,0.326052400055606,0.4791804436568355,-0.4737179143876772,0.1613953286707604,-0.1609947276915887,0.1447001970380644,-0.1424177297532678,0.3810281418264104,-0.2531866207132023,0.1059488452816274
force,3,Betabinom_Hellinger,0.5614004205541022,0.3289257160294674,0.33182817481847,0.3397183208367803,0.3241525810888122,0.3308573902164251,0.3139163088090201,0.3447679012070975,0.3328023077005735,0.3427366590599025,0.3241525810888122,0.3377245695536572,0.3175981965698343,0.3328023077005735,0.33182817481847,0.3157516530882007,0.326052400055606,0.326052400055606,0.3377245695536572,0.5548310136983383,0.3084753679800236,0.3279647534223228,0.33182817481847,0.5555533827183048,-0.1832100977309111,0.1809320328850051,-0.1681752232552412,0.1677612642825694,0.1447001970380644,-0.1424177297532678,0.3810281418264104,-0.2531866207132023,0.1059488452816274
