response_id,response,theme,present,score,count_original,count_synonym,count_closest,examples_original,examples_synonym,examples_closest
1,we are cuddling,cluster_29,True,2.75,2,1,0,"cuddle, cuddling",cuddle,
1,we are cuddling,cluster_31,True,2.75,2,1,0,"cuddle, cuddling",cuddle,
1,we are cuddling,cluster_5,True,2.0,2,0,0,"cuddle, cuddling",,
1,we are cuddling,cluster_1,False,0.0,0,0,0,,,
1,we are cuddling,cluster_10,False,0.0,0,0,0,,,be
1,we are cuddling,cluster_11,False,0.0,0,0,0,,,
1,we are cuddling,cluster_12,False,0.0,0,0,0,,,
1,we are cuddling,cluster_13,False,0.0,0,0,0,,,
1,we are cuddling,cluster_14,False,0.0,0,0,0,,,
1,we are cuddling,cluster_15,False,0.0,0,0,0,,,
1,we are cuddling,cluster_16,False,0.0,0,0,0,,,
1,we are cuddling,cluster_17,False,0.0,0,0,0,,,
1,we are cuddling,cluster_18,False,0.0,0,0,0,,,
1,we are cuddling,cluster_19,False,0.0,0,0,0,,,
1,we are cuddling,cluster_2,False,0.0,0,0,0,,,
1,we are cuddling,cluster_20,False,0.0,0,0,0,,,
1,we are cuddling,cluster_21,False,0.0,0,0,0,,,
1,we are cuddling,cluster_22,False,0.0,0,0,0,,,
1,we are cuddling,cluster_23,False,0.0,0,0,0,,,
1,we are cuddling,cluster_24,False,0.0,0,0,0,,,
1,we are cuddling,cluster_25,False,0.0,0,0,0,,,
1,we are cuddling,cluster_26,False,0.0,0,0,0,,,
1,we are cuddling,cluster_27,False,0.0,0,0,0,,,
1,we are cuddling,cluster_28,False,0.0,0,0,0,,,
1,we are cuddling,cluster_3,False,0.0,0,0,0,,,
1,we are cuddling,cluster_30,False,0.0,0,0,0,,,
1,we are cuddling,cluster_4,False,0.0,0,0,0,,,
1,we are cuddling,cluster_6,False,0.0,0,0,0,,,
1,we are cuddling,cluster_7,False,0.0,0,0,0,,,
1,we are cuddling,cluster_8,False,0.0,0,0,0,,,
1,we are cuddling,cluster_9,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_7,True,6.75,6,1,0,"movie, sit, sitting, touch, watch, watching",touch,touch
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_1,True,1.75,1,1,0,couch,couch,couch
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_15,True,1.75,1,1,0,touch,touch,touch
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_2,True,1.0,1,0,0,mother,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_4,True,1.0,1,0,0,shoulder,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_10,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_11,False,0.0,0,0,0,,,touch
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_12,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_13,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_14,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_16,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_17,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_18,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_19,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_20,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_21,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_22,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_23,False,0.0,0,0,0,,,watch
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_24,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_25,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_26,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_27,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_28,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_29,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_3,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_30,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_31,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_5,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_6,False,0.0,0,0,0,,,
2,I'm sitting on the couch in the living room with my headsets. I'm focusing on the movie I'm watching and my mother touches me on my shoulder.,cluster_8,False,0.0,0,0,0,,,
